,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate
2076,15000,14956.52,18,M,พนักงานบริษัท,15000,MC,HONDA,WAVE 125 I,2011,BC,21000,S2,3/1/2023,S1,PL,29,12,71.42857143,65-75%
2079,300000,298691.16,60,M,พนักงานบริษัท,17485,PU,TOYOTA,HILUX VIGO,2011,EO,393000,S2,6/1/2023,S1,PL,43,12,76.33587786,75%
2080,23000,22848.6,24,F,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,8/7/2022,S1,PL,27,11,63.88888889,65-75%
2081,305000,305000,60,F,พนักงานบริษัท,18000,PU,NISSAN,NP300,2017,DD,438500,S2,9/1/2023,S1,PL,43,6,69.55530217,65-75%
2082,231000,230962.8,60,M,อื่นๆ,30000,PU,ISUZU,D-MAX,2008,BG,296000,S2,12/1/2023,S1,PL,39,15,78.04054054,75%
2083,16000,15936.26,18,F,บุคลากรทางการแพทย์,13000,MC,HONDA,SCOOPY I,2011,AR,24000,S1,28/12/2022,S2,PL,33,12,66.66666667,65-75%
2084,30000,29958.86,18,F,พนักงานบริษัท,15000,MC,VESPA,S 125,2015,AH,50500,S2,9/1/2023,S1,PL,32,8,59.40594059,50-65%
2085,25000,24990.56,24,F,พนักงานบริษัท,11200,MC,YAMAHA,GRAND FILANO 125,2016,CI,35000,S1,8/7/2022,S1,PL,40,7,71.42857143,65-75%
2086,15500,15469.23,24,F,STREET VENDOR,12000,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,8/7/2022,S1,PL,37,12,73.80952381,65-75%
2087,117000,117000,60,F,พนักงานบริษัท,15000,CAR,MITSUBISHI,MIRAGE,2012,BF,180000,S2,9/1/2023,S1,PL,40,11,65,65-75%
2088,247000,246426.39,60,F,พนักงานบริษัท,20000,VAN,TOYOTA,HIACE,2007,BN,330500,S1,24/11/2022,S2,PL,48,16,74.73524962,65-75%
2089,68000,67756.17,48,F,อื่นๆ,15000,CAR,TOYOTA,COROLLA ALTIS,2002,EE,117000,S2,9/1/2023,S1,PL,30,21,58.11965812,50-65%
2090,155000,154945.25,60,F,พนักงานบริษัท,33780,CAR,HONDA,CIVIC,2005,DI,210000,S2,6/1/2023,S1,PL,43,18,73.80952381,65-75%
2091,166000,165603.24,60,F,อื่นๆ,16737,CAR,MAZDA,2,2013,BC,256000,S1,9/7/2022,S1,PL,31,10,64.84375,65-75%
2092,23000,22924.24,24,F,อื่นๆ,9000,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,9/1/2023,S1,PL,25,11,63.88888889,65-75%
2094,14600,14555.46,24,F,STREET VENDOR,10000,MC,HONDA,ICON,2008,AX,19500,S2,6/1/2023,S1,PL,39,15,74.87179487,65-75%
2095,140000,139298.19,60,F,STREET VENDOR,25000,PU,ISUZU,D-MAX,2003,AD,177000,S1,11/7/2022,S1,PL,40,20,79.0960452,75%
2096,220000,220000,60,F,พนักงานบริษัท,27880,PU,ISUZU,D-MAX,2013,BM,303500,S2,6/1/2023,S1,PL,61,10,72.48764415,65-75%
2097,240000,237925.23,60,F,STREET VENDOR,30000,PU,TOYOTA,HILUX VIGO,2005,CN,307000,S2,6/1/2023,S1,PL,41,18,78.17589577,75%
2098,25000,24849.38,30,M,ข้าราชการ,11500,MC,YAMAHA,FINO 125,2019,AS,34000,S1,11/7/2022,S1,PL,38,4,73.52941176,65-75%
2099,40000,39991.9,18,M,พนักงานบริษัท,8500,MC,VESPA,SPRINT 125,2017,AN,77900,S1,11/7/2022,S1,PL,27,6,51.3478819,50-65%
2100,23000,22924.69,24,M,อื่นๆ,21000,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,6/1/2023,S1,PL,39,11,63.88888889,65-75%
2101,24000,21209.59,24,F,STREET VENDOR,22000,MC,HONDA,SCOOPY I,2018,CH,32000,S1,11/7/2022,S1,PL,37,5,75,65-75%
2102,28000,27937.51,24,F,STREET VENDOR,16000,MC,YAMAHA,FINN 115I,2022,AE,38500,S1,12/7/2022,S1,PL,46,1,72.72727273,65-75%
2103,225000,222456.12,48,M,อื่นๆ,19500,VAN,TOYOTA,COMMUTER,2010,FA,300000,S1,12/7/2022,S1,PL,29,13,75,65-75%
2104,27000,26989.72,24,M,ข้าราชการ,15000,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,6/1/2023,S1,PL,35,6,64.28571429,65-75%
2105,200000,200000,60,M,ข้าราชการ,40590,PU,TOYOTA,HILUX VIGO,2013,BP,374500,S2,6/1/2023,S1,PL,58,10,53.40453939,50-65%
2106,99000,98945.03,60,F,STREET VENDOR,25000,CAR,TOYOTA,VIOS,2005,EM,153000,S1,12/7/2022,S1,PL,30,18,64.70588235,65-75%
2109,23000,22754.69,36,M,STREET VENDOR,30000,MC,HONDA,WAVE 125 I,2016,CE,30900,S2,6/1/2023,S1,PL,40,7,74.43365696,65-75%
2110,50000,48653.82,24,F,STREET VENDOR,20000,MC,HONDA,PCX 150,2019,DN,72000,S2,6/1/2023,S1,PL,26,4,69.44444444,65-75%
2111,20000,18540.35,18,M,พนักงานบริษัท,20000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,14/7/2022,S1,PL,46,11,55.55555556,50-65%
2112,200000,199983.52,60,M,STREET VENDOR,30000,PU,ISUZU,D-MAX,2006,CN,250000,S1,9/1/2023,S2,PL,46,17,80,75%
2114,80000,79960.31,36,M,อื่นๆ,18000,CAR,HONDA,JAZZ,2004,AG,134500,S2,6/1/2023,S1,PL,22,19,59.4795539,50-65%
2115,280000,278468.92,60,F,STREET VENDOR,30000,PU,TOYOTA,HILUX VIGO,2012,EI,348000,S1,26/10/2022,S2,PL,65,11,80.45977011,75%
2116,210000,208371.49,60,F,STREET VENDOR,30000,PU,ISUZU,D-MAX,2006,CI,264500,S1,14/7/2022,S1,PL,56,17,79.39508507,75%
2117,15000,14019.2,24,M,อื่นๆ,19000,MC,HONDA,WAVE 110 I,2010,AJ,20000,S2,3/1/2023,S1,PL,51,13,75,65-75%
2118,28000,26765.06,36,F,STREET VENDOR,20000,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,3/11/2022,S2,PL,34,5,64.36781609,65-75%
2119,72000,71925.51,60,F,ข้าราชการ,21000,CAR,HONDA,CITY,2005,CX,144500,S1,15/7/2022,S1,PL,51,18,49.82698962,30-50%
2120,70000,69645.52,36,F,STREET VENDOR,15000,CAR,TOYOTA,COROLLA ALTIS,2003,DX,131500,S2,6/1/2023,S1,PL,43,20,53.23193916,50-65%
2123,100000,98057.1,42,M,อื่นๆ,12000,PU,TOYOTA,HILUX TIGER,2000,IA,179500,S2,9/1/2023,S1,PL,50,23,55.71030641,50-65%
2124,26000,25856.81,24,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,28/11/2022,S2,PL,35,10,74.28571429,65-75%
2125,30000,28534.46,36,M,อื่นๆ,20000,MC,HONDA,WAVE 125 I,2022,CP,53000,S1,16/7/2022,S1,PL,35,1,56.60377358,50-65%
2126,160000,158702.89,48,M,เกษตรกร,40000,PU,ISUZU,D-MAX,2012,CD,435000,S2,6/1/2023,S1,PL,45,11,36.7816092,30-50%
2127,40000,39931.68,36,F,พนักงานบริษัท,20000,MC,HONDA,PCX 150,2018,DD,64500,S2,6/1/2023,S1,PL,27,5,62.01550388,65-75%
2128,40000,39476.64,36,F,STREET VENDOR,15000,MC,HONDA,DREAM 110I,2017,CO,53000,S2,6/1/2023,S1,PL,58,6,75.47169811,75%
2129,49000,48945.53,30,M,อื่นๆ,15000,MC,VESPA,GTS 150,2018,AB,69700,S1,12/1/2023,S2,PL,25,5,70.30129125,65-75%
2130,28000,27629.48,36,F,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,6/1/2023,S1,PL,30,4,63.63636364,65-75%
2131,15000,14843.56,18,F,STREET VENDOR,25000,MC,HONDA,SCOOPY I,2010,AS,23000,S1,17/7/2022,S1,PL,47,13,65.2173913,65-75%
2132,4500,3938.63,12,F,STREET VENDOR,10000,MC,HONDA,WAVE 100,2004,AB,15000,S2,3/1/2023,S1,PL,38,19,30,30%
2133,30000,25972.88,24,M,อื่นๆ,12000,MC,YAMAHA,AEROX 155,2018,AB,44000,S1,9/1/2023,S2,PL,27,5,68.18181818,65-75%
2134,189000,189000,60,F,STREET VENDOR,15000,PU,TOYOTA,HILUX VIGO,2008,CD,270500,S2,6/1/2023,S1,PL,42,15,69.87060998,65-75%
2135,200000,197486.11,60,M,เกษตรกร,20000,PU,MAZDA,BT-50PRO,2013,AP,316000,S1,18/7/2022,S1,PL,56,10,63.29113924,65-75%
2136,213100,212706.59,60,F,STREET VENDOR,40000,PU,ISUZU,D-MAX,2007,CY,304500,S1,11/11/2022,S2,PL,41,16,69.98357964,65-75%
2137,233000,222296.98,48,F,พนักงานบริษัท,14000,CAR,TOYOTA,YARIS,2014,AJ,311000,S1,13/1/2023,S2,PL,58,9,74.91961415,65-75%
2138,14000,12069.5,18,F,พนักงานบริษัท,15000,MC,YAMAHA,SPARK 115 I,2013,AK,19500,S2,9/1/2023,S1,PL,40,10,71.79487179,65-75%
2139,37700,37237.98,36,M,STREET VENDOR,40000,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S2,6/1/2023,S1,PL,38,4,75.4,75%
2140,158000,157957.37,48,F,พนักงานบริษัท,14000,CAR,HONDA,BRIO,2013,AO,209500,S2,6/1/2023,S1,PL,33,10,75.4176611,75%
2141,134000,131981.39,60,F,STREET VENDOR,40000,CAR,NISSAN,MARCH,2013,BO,191000,S2,9/1/2023,S1,PL,35,10,70.15706806,65-75%
2143,170000,169998.57,60,M,เกษตรกร,12500,PU,ISUZU,D-MAX,2004,AC,227000,S2,12/1/2023,S1,PL,63,19,74.88986784,65-75%
2144,25000,14527.5,24,F,อื่นๆ,13000,CAR,TOYOTA,COROLLA ALTIS,2004,AX,131500,S1,18/7/2022,S1,PL,25,19,19.01140684,30%
2145,21000,20814.93,36,M,อื่นๆ,20000,CAR,TOYOTA,COROLLA,1997,IP,70000,S2,3/1/2023,S1,PL,42,26,30,30%
2146,31500,30783.25,36,F,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2019,DP,42000,S2,3/1/2023,S1,PL,40,4,75,65-75%
2147,142600,140356.63,60,M,พนักงานบริษัท,18000,CAR,SUZUKI,SWIFT,2012,AK,219500,S2,9/1/2023,S1,PL,43,11,64.96583144,65-75%
2148,260000,259582.22,60,F,พนักงานบริษัท,16000,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S1,13/1/2023,S2,PL,43,10,72.9312763,65-75%
2149,160000,154407.01,36,F,STREET VENDOR,21000,CAR,MITSUBISHI,ATTRAGE,2014,AC,229000,S1,26/10/2022,S2,PL,59,9,69.86899563,65-75%
2152,50000,49522.41,30,M,พนักงานบริษัท,21500,MC,HONDA,PCX 150,2020,ED,76500,S1,31/12/2022,S2,PL,36,3,65.35947712,65-75%
2153,20000,19934.46,18,F,พนักงานบริษัท,13000,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,19/7/2022,S1,PL,39,10,57.14285714,50-65%
2156,110000,110000,60,M,อื่นๆ,25000,CAR,TOYOTA,CAMRY,2004,DL,203000,S2,6/1/2023,S1,PL,55,19,54.18719212,50-65%
2157,15000,14978.71,24,F,อื่นๆ,15000,MC,HONDA,SCOOPY I,2012,BO,23000,S1,7/1/2023,S2,PL,36,11,65.2173913,65-75%
2158,150000,147612.7,48,M,อื่นๆ,15000,PU,ISUZU,D-MAX,2004,AH,207000,S1,9/1/2023,S2,PL,38,19,72.46376812,65-75%
2159,40000,30120.88,12,F,STREET VENDOR,20000,MC,HONDA,PCX 150,2020,ED,76500,S2,6/1/2023,S1,PL,41,3,52.2875817,50-65%
2160,65000,63890.44,36,M,พนักงานบริษัท,30000,CAR,CHEVROLET,CRUZE,2013,CF,218500,S2,3/1/2023,S1,PL,47,10,29.74828375,30%
2161,31000,29625.06,36,M,STREET VENDOR,18000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,9/12/2022,S2,PL,47,5,73.80952381,65-75%
2162,48000,45527.85,30,F,STREET VENDOR,40000,MC,HONDA,PCX 150,2018,DD,64500,S1,19/7/2022,S1,PL,33,5,74.41860465,65-75%
2163,247000,246993.31,60,M,พนักงานบริษัท,25000,PU,ISUZU,D-MAX,2010,BN,308000,S1,13/1/2023,S2,PL,49,13,80.19480519,75%
2164,27000,24989.8,36,F,STREET VENDOR,20000,MC,HONDA,WAVE 125,2007,AL,26900,S2,9/1/2023,S1,PL,38,16,100.3717472,30%
2165,42000,41819.07,36,M,พนักงานบริษัท,17000,MC,YAMAHA,AEROX 155,2021,BW,56000,S2,3/1/2023,S1,PL,37,2,75,65-75%
2166,13000,12656.17,18,F,อื่นๆ,12000,MC,HONDA,SCOOPY I,2010,AS,23000,S1,20/7/2022,S1,PL,47,13,56.52173913,50-65%
2168,285000,284524.88,60,M,พนักงานบริษัท,12000,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S2,3/1/2023,S1,PL,40,10,79.94389902,75%
2169,110000,109799.5,36,F,อื่นๆ,30000,PU,TOYOTA,HILUX TIGER,2000,HV,191000,S2,3/1/2023,S1,PL,32,23,57.59162304,50-65%
2170,33000,32929.75,18,M,เลี้ยงสัตว์,30000,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,3/1/2023,S1,PL,49,2,75,65-75%
2171,300000,299933.9,60,F,เกษตรกร,35000,CAR,HONDA,CR-V,2009,BI,352500,S1,20/7/2022,S1,PL,47,14,85.10638298,75%
2172,4500,3562.01,12,M,อื่นๆ,9000,MC,HONDA,WAVE 100,2004,AB,15000,S1,20/7/2022,S1,PL,39,19,30,30%
2173,25500,25263.91,24,F,พนักงานบริษัท,25000,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,9/1/2023,S1,PL,35,11,70.83333333,65-75%
2175,24000,23408.35,36,F,อื่นๆ,20000,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,20/7/2022,S1,PL,29,4,75,65-75%
2177,28000,26105.05,24,F,พนักงานบริษัท,30000,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,6/1/2023,S1,PL,40,11,73.68421053,65-75%
2178,25000,24761.71,24,F,STREET VENDOR,20000,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,20/7/2022,S1,PL,42,5,57.47126437,50-65%
2179,30000,29013,36,F,STREET VENDOR,20000,PU,ISUZU,FASTER Z,1996,AX,133500,S1,20/7/2022,S1,PL,29,27,22.47191011,30%
2180,67000,66133.59,60,F,STREET VENDOR,15000,CAR,TOYOTA,VIOS,2003,AD,104500,S1,20/7/2022,S1,PL,59,20,64.11483254,65-75%
2181,32000,30916.75,18,F,เกษตรกร,13000,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,20/7/2022,S1,PL,54,5,74.41860465,65-75%
2183,240000,239939.04,48,M,อื่นๆ,15000,PU,ISUZU,D-MAX,2014,BI,356500,S1,20/7/2022,S1,PL,35,9,67.32117812,65-75%
2184,33000,32985.69,36,M,อื่นๆ,20000,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,6/1/2023,S1,PL,25,4,75,65-75%
2185,30000,29555.6,36,F,เกษตรกร,9000,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,6/1/2023,S1,PL,43,5,71.42857143,65-75%
2186,17500,17500,36,F,พนักงานบริษัท,15000,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,6/1/2023,S1,PL,40,13,74.46808511,65-75%
2187,79000,78854.74,60,F,STREET VENDOR,25000,CAR,TOYOTA,VIOS,2005,EE,123000,S1,21/7/2022,S1,PL,25,18,64.22764228,65-75%
2188,80000,79867.37,42,M,พนักงานบริษัท,12000,PU,CHEVROLET,COLORADO,2014,CN,268500,S2,6/1/2023,S1,PL,36,9,29.79515829,30%
2189,39400,38491.6,30,M,เกษตรกร,15000,CAR,HONDA,CIVIC,2001,FS,131500,S1,21/7/2022,S1,PL,30,22,29.96197719,30%
2190,200000,199992.69,36,M,พนักงานบริษัท,18000,PU,ISUZU,D-MAX,2007,CV,286000,S2,9/1/2023,S1,PL,34,16,69.93006993,65-75%
2192,250000,246696.91,60,M,เกษตรกร,30000,PU,TOYOTA,HILUX VIGO,2011,DW,340500,S1,11/1/2023,S2,PL,51,12,73.42143906,65-75%
2194,25000,24938.19,18,M,พนักงานบริษัท,15000,MC,YAMAHA,GRAND FILANO 125,2015,BF,33000,S1,10/1/2023,S2,PL,51,8,75.75757576,75%
2195,300000,300000,60,M,STREET VENDOR,15000,PU,TOYOTA,HILUX VIGO,2014,BW,383500,S2,6/1/2023,S1,PL,38,9,78.22685789,75%
2196,18000,14903.12,18,M,อื่นๆ,13000,MC,HONDA,WAVE 125,2010,BF,30500,S1,21/7/2022,S1,PL,47,13,59.01639344,50-65%
2198,150000,150000,60,M,STREET VENDOR,15000,PU,TOYOTA,HILUX VIGO,2005,CP,241000,S2,6/1/2023,S1,PL,42,18,62.2406639,65-75%
2199,140000,139232.19,60,F,STREET VENDOR,30000,CAR,TOYOTA,VIOS,2008,AL,188000,S1,16/1/2023,S2,PL,45,15,74.46808511,65-75%
2200,17000,16926.92,36,F,STREET VENDOR,20000,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,14/1/2023,S1,PL,41,13,72.34042553,65-75%
2201,30000,29618.15,18,F,STREET VENDOR,20000,MC,HONDA,WAVE 110I,2020,DL,40500,S2,3/1/2023,S1,PL,58,3,74.07407407,65-75%
2202,16900,16079.69,36,M,อื่นๆ,22000,MC,HONDA,CLICK 125I,2014,AO,26000,S1,22/7/2022,S1,PL,45,9,65,65-75%
2203,7800,7229.68,18,M,อื่นๆ,10000,MC,YAMAHA,SPARK 135,2011,AG,12000,S2,6/1/2023,S1,PL,60,12,65,65-75%
2204,18000,17927.68,24,F,อื่นๆ,15000,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,22/7/2022,S1,PL,36,12,75,65-75%
2206,24700,24602.82,36,M,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2015,CL,38000,S2,3/1/2023,S1,PL,32,8,65,65-75%
2207,140000,139962,60,M,พนักงานบริษัท,30000,PU,MAZDA,BT-50,2009,BH,203500,S1,23/7/2022,S1,PL,30,14,68.7960688,65-75%
2208,17000,16397.43,18,M,STREET VENDOR,30000,MC,YAMAHA,FILANO,2012,AA,23500,S1,23/7/2022,S1,PL,39,11,72.34042553,65-75%
2210,240000,240000,48,F,พนักงานบริษัท,29300,CAR,HONDA,ACCORD,2009,AA,331000,S2,6/1/2023,S1,PL,42,14,72.50755287,65-75%
2211,15000,14918.22,12,M,พนักงานบริษัท,18000,MC,HONDA,ZOOMER X 110I,2014,BT,21000,S1,23/7/2022,S1,PL,38,9,71.42857143,65-75%
2212,25000,21732.51,18,F,STREET VENDOR,15000,MC,HONDA,DREAM 110I,2013,BL,40000,S1,28/11/2022,S2,PL,22,10,62.5,65-75%
2213,25000,23281.58,24,F,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,3/1/2023,S1,PL,47,4,56.81818182,50-65%
2214,236000,235915.51,60,F,ข้าราชการ,32930,CAR,MG,MG3,2019,AJ,315500,S1,7/1/2023,S2,PL,31,4,74.80190174,65-75%
2217,170000,166536.04,60,F,STREET VENDOR,40000,CAR,MG,MG3,2016,AD,253500,S1,24/7/2022,S1,PL,29,7,67.06114398,65-75%
2218,32000,31947.92,36,F,พนักงานบริษัท,9570,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,10/1/2023,S2,PL,34,5,74.41860465,65-75%
2219,310000,308598.38,60,F,STREET VENDOR,30000,PU,TOYOTA,HILUX REVO,2016,AJ,443500,S1,12/1/2023,S2,PL,50,7,69.89853439,65-75%
2220,27000,25928.04,36,F,พนักงานบริษัท,15000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,25/7/2022,S1,PL,32,11,75,65-75%
2221,20000,19049.41,36,F,STREET VENDOR,20000,MC,YAMAHA,GRAND FILANO 125,2015,BH,31000,S1,1/12/2022,S2,PL,58,8,64.51612903,65-75%
2222,200000,195777.4,60,M,เกษตรกร,20000,PU,ISUZU,D-MAX,2011,CD,377000,S1,25/7/2022,S1,PL,57,12,53.05039788,50-65%
2223,28600,28592.86,24,M,STREET VENDOR,20000,MC,HONDA,DREAM 110,2015,CC,44000,S2,6/1/2023,S1,PL,40,8,65,65-75%
2224,30000,30000,36,M,พนักงานบริษัท,13000,MC,HONDA,WAVE 110 I,2016,CM,40000,S2,6/1/2023,S1,PL,29,7,75,65-75%
2225,23000,22985.52,24,M,อื่นๆ,20000,MC,HONDA,WAVE 125,2010,BF,30500,S1,25/7/2022,S1,PL,35,13,75.40983607,75%
2227,15000,12229.83,18,M,เกษตรกร,16000,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,25/7/2022,S1,PL,51,5,36.58536585,30-50%
2228,30000,29420.03,36,M,พนักงานบริษัท,25000,CAR,HONDA,CIVIC,1999,BT,110500,S2,6/1/2023,S1,PL,29,24,27.14932127,30%
2229,26000,25954.74,18,F,STREET VENDOR,20000,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,12/12/2022,S2,PL,30,5,74.49856734,65-75%
2230,120000,120000,60,F,พนักงานบริษัท,20000,CAR,TOYOTA,COROLLA ALTIS,2007,CB,166500,S2,9/1/2023,S1,PL,44,16,72.07207207,65-75%
2231,220000,213912.68,42,F,STREET VENDOR,25000,CAR,MG,MG3,2019,AK,318000,S1,25/7/2022,S1,PL,62,4,69.18238994,65-75%
2233,170000,169962.8,60,M,เกษตรกร,20000,PU,ISUZU,D-MAX,2012,CB,394500,S1,26/7/2022,S1,PL,58,11,43.09252218,30-50%
2234,15000,13115.06,24,M,อื่นๆ,9000,MC,HONDA,WAVE X,2007,AV,20000,S1,26/7/2022,S1,PL,52,16,75,65-75%
2236,25000,23226.99,36,F,อื่นๆ,10000,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,26/7/2022,S1,PL,36,9,69.44444444,65-75%
2237,300000,300000,60,M,เกษตรกร,20000,PU,TOYOTA,HILUX REVO,2018,CE,467500,S2,6/1/2023,S1,PL,51,5,64.17112299,65-75%
2238,33000,32979.93,18,F,เกษตรกร,25000,MC,HONDA,ZOOMER X 110I,2022,CO,45000,S1,26/7/2022,S1,PL,46,1,73.33333333,65-75%
2239,14500,14112.26,36,M,STREET VENDOR,10000,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,26/7/2022,S1,PL,48,10,74.35897436,65-75%
2240,50000,49974.8,36,F,เกษตรกร,20000,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S1,26/7/2022,S1,PL,40,3,68.96551724,65-75%
2241,11000,7632.7,12,M,อื่นๆ,18000,MC,SUZUKI,SHOGUN 125,2008,AH,16000,S2,6/1/2023,S1,PL,48,15,68.75,65-75%
2243,93000,90993.43,60,F,STREET VENDOR,11000,CAR,HONDA,CITY,2004,BG,130500,S1,26/7/2022,S1,PL,32,19,71.26436782,65-75%
2244,120000,119891.67,42,M,STREET VENDOR,15000,PU,TOYOTA,HILUX TIGER,2004,BU,201000,S2,9/1/2023,S1,PL,48,19,59.70149254,50-65%
2245,3000,2110.76,12,F,STREET VENDOR,10000,MC,SUZUKI,STEP 125,2006,AE,10000,S1,27/7/2022,S1,PL,65,17,30,30%
2246,15000,14357.64,36,M,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,11/1/2023,S2,PL,44,13,75,65-75%
2247,227100,227100,60,F,พนักงานบริษัท,25000,CAR,NISSAN,NOTE,2017,CT,349500,S1,27/7/2022,S1,PL,31,6,64.97854077,65-75%
2248,235000,235000,60,F,พนักงานบริษัท,20000,PU,TOYOTA,HILUX VIGO,2009,FG,292000,S2,9/1/2023,S1,PL,43,14,80.47945205,75%
2249,28000,27807.81,24,F,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,27/7/2022,S1,PL,38,4,63.63636364,65-75%
2250,90000,89940.1,42,M,พนักงานบริษัท,15000,CAR,NISSAN,MARCH,2010,CA,140000,S2,9/1/2023,S1,PL,34,13,64.28571429,65-75%
2251,247000,247000,60,F,พนักงานบริษัท,35000,CAR,TOYOTA,YARIS,2015,DS,329000,S2,9/1/2023,S1,PL,35,8,75.07598784,75%
2253,12300,11677.54,36,F,อื่นๆ,9600,MC,HONDA,SCOOPY I,2013,BH,19000,S1,27/7/2022,S1,PL,53,10,64.73684211,65-75%
2254,12000,11139.1,36,F,STREET VENDOR,20000,PU,MITSUBISHI,TRITON,2015,BM,397500,S1,27/7/2022,S1,PL,68,8,3.018867925,30%
2255,120000,120000,36,F,STREET VENDOR,18000,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,9/1/2023,S1,PL,46,18,54.05405405,50-65%
2256,170000,170000,60,F,อื่นๆ,30000,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,6/1/2023,S1,PL,48,18,76.57657658,75%
2257,26200,25051.24,36,F,พนักงานบริษัท,18500,MC,HONDA,WAVE 110 I,2014,CF,35000,S1,16/1/2023,S2,PL,44,9,74.85714286,65-75%
2258,168000,168000,48,M,เกษตรกร,30000,PU,ISUZU,D-MAX,2005,BB,213000,S1,10/12/2022,S2,PL,42,18,78.87323944,75%
2259,3300,3222.73,12,F,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,5/1/2023,S2,PL,45,7,8.461538462,30%
2260,15000,11864.76,12,M,ข้าราชการ,25000,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,30/7/2022,S1,PL,63,11,39.47368421,30-50%
2261,115000,113042.2,36,F,ข้าราชการ,13280,CAR,TOYOTA,VIOS,2008,AL,188000,S2,6/1/2023,S1,PL,33,15,61.17021277,65-75%
2262,17300,16692.83,24,F,พนักงานบริษัท,9000,MC,YAMAHA,MIO 115 I,2012,AK,23000,S1,16/1/2023,S2,PL,45,11,75.2173913,75%
2265,40000,39544.21,36,F,STREET VENDOR,25000,MC,HONDA,PCX 150,2019,DN,72000,S1,1/8/2022,S1,PL,37,4,55.55555556,50-65%
2266,165000,163086.15,60,F,พนักงานบริษัท,16000,PU,ISUZU,D-MAX,2007,DF,205000,S1,1/8/2022,S1,PL,45,16,80.48780488,75%
2267,240000,240000,48,F,STREET VENDOR,20000,CAR,HONDA,CITY,2014,AW,319000,S2,12/1/2023,S1,PL,35,9,75.23510972,75%
2268,29000,28987.47,24,F,พนักงานบริษัท,24682,MC,HONDA,DREAM 110,2014,CA,42000,S1,1/8/2022,S1,PL,42,9,69.04761905,65-75%
2269,190000,187072.93,60,M,อื่นๆ,16000,PU,TOYOTA,HILUX VIGO,2008,BZ,248000,S1,1/8/2022,S1,PL,29,15,76.61290323,75%
2270,32000,30884.92,24,F,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,6/1/2023,S1,PL,61,5,74.41860465,65-75%
2271,18200,18200,24,M,STREET VENDOR,30000,MC,HONDA,SCOOPY I,2018,AO,45000,S2,6/1/2023,S1,PL,42,5,40.44444444,30-50%
2272,100000,93080.56,36,M,STREET VENDOR,20000,PU,TOYOTA,HILUX VIGO,2007,CN,190500,S1,1/8/2022,S1,PL,56,16,52.49343832,50-65%
2273,90000,90000,48,M,อื่นๆ,25000,CAR,TOYOTA,COROLLA ALTIS,2005,BE,144500,S2,9/1/2023,S1,PL,49,18,62.28373702,65-75%
