,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age
451,50000.0,42173.1,12,M,อื่นๆ,12000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S1,2022-09-19,S1,PL,36,3
452,28000.0,26664.44,18,M,อื่นๆ,20000.0,MC,GPX,LEGEND 150,2021,AJ,40000,S1,2022-10-31,S1,PL,41,2
453,50000.0,47682.41,48,M,เกษตรกร,15000.0,PU,TOYOTA,HILUX VIGO,2004,EB,211500,S1,2022-10-25,S1,PL,45,19
454,14000.0,14000.0,24,F,STREET VENDOR,25000.0,MC,YAMAHA,SPARK 115 I,2014,AQ,19000,S1,2022-12-13,S1,PL,45,9
455,250000.0,249773.7,60,M,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2013,EN,381000,S1,2022-08-02,S1,PL,40,10
457,15000.0,10444.97,12,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 125 I,2011,AX,21000,S1,2022-07-04,S1,PL,34,12
459,17000.0,16944.21,36,F,อื่นๆ,13000.0,MC,HONDA,SCOOPY I,2012,BT,28000,S1,2022-09-26,S1,PL,27,11
460,12000.0,10996.78,12,M,อื่นๆ,10000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-11-05,S1,PL,57,4
461,35000.0,34952.34,36,F,STREET VENDOR,20000.0,MC,YAMAHA,AEROX 155,2019,AF,47000,S1,2022-09-01,S1,PL,60,4
462,28000.0,27548.08,36,F,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-11-18,S1,PL,64,7
463,32000.0,32000.0,36,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2020,EE,43000,S1,2022-12-10,S1,PL,42,3
464,18000.0,18000.0,18,F,เกษตรกร,15000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-11-30,S1,PL,53,12
465,24000.0,23865.86,24,F,พนักงานบริษัท,10000.0,MC,HONDA,CLICK 125I,2017,BB,32500,S1,2022-10-20,S1,PL,32,6
466,15000.0,13876.97,12,M,พนักงานบริษัท,28000.0,MC,YAMAHA,FINN 115I,2018,AK,21500,S1,2022-10-24,S1,PL,46,5
467,103000.0,101410.73,60,F,อื่นๆ,20150.0,CAR,HONDA,CITY,2006,AK,159000,S1,2022-09-05,S1,PL,40,17
468,100000.0,100000.0,36,M,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2005,BT,230500,S1,2022-11-16,S1,PL,36,18
471,230000.0,230000.0,60,F,STREET VENDOR,25000.0,PU,TOYOTA,HILUX VIGO,2010,EC,329000,S1,2022-11-15,S1,PL,26,13
472,70000.0,68506.32,24,M,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2004,AO,203000,S1,2022-10-22,S1,PL,52,19
473,170000.0,164265.99,48,F,อื่นๆ,25000.0,CAR,NISSAN,ALMERA,2016,BD,269500,S1,2022-07-20,S1,PL,32,7
475,24000.0,23191.45,24,F,STREET VENDOR,9000.0,MC,HONDA,SCOOPY I,2018,CH,32000,S1,2022-11-28,S1,PL,22,5
476,30000.0,29972.77,24,F,STREET VENDOR,9000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S1,2022-11-03,S1,PL,25,6
477,110000.0,101077.45,12,M,STREET VENDOR,28500.0,PU,TOYOTA,HILUX VIGO,2012,EH,410000,S1,2022-12-08,S1,PL,66,11
478,30800.0,29237.17,36,M,อื่นๆ,15000.0,MC,YAMAHA,EXCITER 150,2019,AI,41000,S1,2022-09-09,S1,PL,39,4
480,200000.0,196693.68,60,M,พนักงานบริษัท,24360.0,PU,TOYOTA,HILUX VIGO,2014,BX,403000,S1,2022-09-15,S1,PL,43,9
482,17000.0,14746.78,12,M,พนักงานบริษัท,27000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S1,2022-09-22,S1,PL,30,11
483,22000.0,21953.57,24,F,อื่นๆ,16000.0,MC,HONDA,ZOOMER X 110I,2017,CN,31000,S1,2022-06-22,S1,PL,52,6
484,29000.0,27920.11,24,M,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-25,S1,PL,53,7
485,32000.0,31081.08,24,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2022-11-14,S1,PL,29,4
486,170400.0,168352.85,60,M,พนักงานบริษัท,23000.0,PU,NISSAN,FRONTIER NAVARA,2013,CO,243500,S1,2022-12-03,S1,PL,52,10
487,95000.0,94915.32,36,F,STREET VENDOR,20000.0,CAR,FORD,FOCUS,2010,BY,177500,S1,2022-10-20,S1,PL,33,13
488,16500.0,16424.16,24,F,อื่นๆ,14120.0,MC,HONDA,SCOOPY I,2011,AR,24000,S1,2022-08-20,S1,PL,45,12
489,160000.0,158450.01,54,F,อื่นๆ,20000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2022-06-29,S1,PL,53,17
490,30000.0,27858.73,12,M,อื่นๆ,15000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S1,2022-11-15,S1,PL,39,4
491,250000.0,250000.0,60,M,ข้าราชการ,14710.0,PU,ISUZU,D-MAX,2008,AS,313500,S1,2022-12-27,S1,PL,32,15
492,163000.0,162481.33,48,M,อื่นๆ,20000.0,CAR,MAZDA,2,2013,BR,251000,S1,2022-08-18,S1,PL,34,10
493,20000.0,20000.0,24,M,พนักงานบริษัท,8000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-12-01,S1,PL,32,5
494,18000.0,12727.12,12,M,อื่นๆ,14000.0,CAR,HONDA,CITY,2002,BF,104000,S1,2022-08-11,S1,PL,36,21
495,95000.0,94726.71,54,M,เกษตรกร,30000.0,CAR,HONDA,CITY,2004,BI,126500,S1,2022-09-19,S1,PL,33,19
496,18000.0,16770.49,36,M,ข้าราชการ,20000.0,MC,YAMAHA,GT 125,2017,DB,24500,S1,2022-08-05,S1,PL,29,6
497,30000.0,22794.24,24,M,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2012,CB,394500,S1,2022-08-21,S1,PL,39,11
498,13000.0,12606.97,24,F,STREET VENDOR,10000.0,MC,HONDA,SCOOPY I,2013,BH,19000,S1,2022-10-21,S1,PL,26,10
499,120000.0,119046.24,60,F,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2004,AI,200500,S1,2022-09-01,S1,PL,55,19
501,170000.0,167582.52,60,F,STREET VENDOR,30000.0,CAR,HONDA,CITY,2009,AV,235000,S1,2022-07-27,S1,PL,32,14
502,40000.0,38239.28,36,F,พนักงานบริษัท,30000.0,MC,HONDA,PCX 150,2019,DN,72000,S1,2022-08-24,S1,PL,55,4
503,155000.0,155000.0,60,F,พนักงานบริษัท,30000.0,CAR,MAZDA,2,2011,BV,221500,S1,2022-08-02,S1,PL,45,12
504,50000.0,44962.12,36,M,อื่นๆ,15000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S1,2022-07-21,S1,PL,59,19
505,16000.0,16000.0,18,F,เกษตรกร,21000.0,MC,YAMAHA,FINN 115I,2018,AK,21500,S1,2022-11-22,S1,PL,50,5
506,10000.0,10000.0,18,M,เกษตรกร,15500.0,MC,SUZUKI,SMASH,2012,AC,17500,S1,2022-12-13,S1,PL,66,11
507,29000.0,28713.38,36,M,STREET VENDOR,25000.0,MC,YAMAHA,FINN 115I,2022,AE,38500,S1,2022-10-10,S1,PL,46,1
508,115000.0,113042.2,36,F,ข้าราชการ,13280.0,CAR,TOYOTA,VIOS,2008,AL,188000,S2,2023-01-06,S1,PL,33,15
509,26400.0,26323.37,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-10-18,S1,PL,23,11
510,14500.0,14308.65,18,F,อื่นๆ,15000.0,MC,HONDA,ICON,2008,AX,19500,S1,2022-09-23,S1,PL,38,15
511,130000.0,130000.0,60,F,พนักงานบริษัท,20000.0,PU,TOYOTA,HILUX TIGER,2003,BE,190000,S2,2023-01-09,S1,PL,30,20
512,140000.0,140000.0,48,M,อื่นๆ,13000.0,PU,MITSUBISHI,TRITON,2008,AM,199500,S1,2022-09-19,S1,PL,33,15
513,27700.0,26903.27,36,M,พนักงานบริษัท,11000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,2022-09-27,S1,PL,26,8
514,33000.0,32929.75,18,M,เลี้ยงสัตว์,30000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,2023-01-03,S1,PL,49,2
517,31000.0,30920.12,36,F,อื่นๆ,7000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2023-01-06,S1,PL,49,5
520,26000.0,25421.83,24,F,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-10-28,S1,PL,27,10
523,130000.0,130000.0,60,F,พนักงานบริษัท,15000.0,CAR,HONDA,JAZZ,2006,CO,178000,S2,2023-01-12,S1,PL,29,17
524,17000.0,16988.54,36,M,พนักงานบริษัท,15000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-09-23,S1,PL,45,13
525,31700.0,30670.24,36,F,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2023-01-03,S1,PL,35,6
526,22000.0,21812.37,36,M,อื่นๆ,10000.0,MC,YAMAHA,MIO 125I,2015,BR,30000,S1,2022-09-23,S1,PL,52,8
527,180000.0,180000.0,60,F,อื่นๆ,30000.0,CAR,TOYOTA,CAMRY,2006,EF,282500,S2,2023-01-09,S1,PL,45,17
528,165000.0,165000.0,60,F,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2010,DX,222000,S2,2023-01-12,S1,PL,41,13
530,36000.0,36000.0,36,M,พนักงานบริษัท,23000.0,MC,HONDA,CLICK 150I,2019,BH,48500,S2,2023-01-06,S1,PL,34,4
531,207000.0,207000.0,60,M,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2007,DC,260000,S2,2023-01-06,S1,PL,52,16
533,26000.0,25215.52,36,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-30,S1,PL,36,11
534,17000.0,15456.7,24,F,STREET VENDOR,25000.0,MC,HONDA,SCOOPY I,2012,BT,28000,S1,2022-09-14,S1,PL,58,11
535,14000.0,13024.24,24,M,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2009,AF,19000,S1,2022-10-19,S1,PL,62,14
537,210000.0,210000.0,60,M,STREET VENDOR,20000.0,CAR,HONDA,CITY,2013,AB,282500,S2,2022-11-29,S2,PL,55,10
538,27000.0,26830.51,36,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-04,S1,PL,47,11
539,20000.0,18876.16,24,M,เกษตรกร,20000.0,MC,HONDA,MSX 125,2016,BF,27000,S2,2023-01-09,S1,PL,46,7
542,26600.0,25979.09,36,M,พนักงานบริษัท,14000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-08-23,S1,PL,28,10
543,17200.0,16774.98,36,M,STREET VENDOR,20000.0,MC,HONDA,SCOOPY I,2012,BT,28000,S2,2023-01-06,S1,PL,58,11
546,164000.0,164000.0,60,F,STREET VENDOR,15000.0,CAR,TOYOTA,VIOS,2013,DV,253500,S1,2022-09-12,S1,PL,48,10
547,25000.0,24895.06,36,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-09,S1,PL,39,11
548,18000.0,14560.34,18,M,พนักงานบริษัท,33000.0,MC,HONDA,MSX 125,2016,BG,25000,S1,2023-01-11,S2,PL,39,7
549,28000.0,27987.02,30,M,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2023-01-12,S2,PL,46,7
550,240000.0,240000.0,60,F,เกษตรกร,35000.0,PU,ISUZU,D-MAX,2008,AW,311000,S2,2023-01-06,S1,PL,41,15
551,26000.0,24606.62,18,M,STREET VENDOR,15000.0,CAR,HONDA,CITY,2000,DR,87000,S1,2022-08-24,S1,PL,63,23
552,10000.0,10000.0,24,M,พนักงานรัฐวิสาหกิจ,38000.0,MC,YAMAHA,SPARK LX 115,2016,BH,20500,S1,2022-10-17,S1,PL,39,7
555,40000.0,36813.3,36,M,พนักงานบริษัท,20000.0,MC,HONDA,PCX 150,2017,CQ,61500,S1,2022-08-23,S1,PL,25,6
557,9000.0,8297.2,18,F,อื่นๆ,10000.0,MC,YAMAHA,NOUVO 135,2008,AD,12000,S1,2022-09-16,S1,PL,56,15
558,30000.0,27453.98,36,M,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-08-22,S1,PL,48,5
559,173000.0,173000.0,60,F,ข้าราชการ,21020.0,PU,ISUZU,D-MAX,2006,CM,247500,S1,2022-10-11,S1,PL,48,17
560,23400.0,23073.44,36,F,เกษตรกร,15000.0,MC,HONDA,DREAM 125,2009,AL,31000,S1,2022-10-07,S1,PL,61,14
563,30000.0,29856.81,36,M,พนักงานบริษัท,10350.0,MC,HONDA,WAVE 110 I,2022,CH,44500,S1,2022-09-21,S1,PL,21,1
566,20000.0,19019.94,18,F,พนักงานบริษัท,9000.0,CAR,TOYOTA,COROLLA,2000,AT,95000,S1,2022-10-17,S1,PL,35,23
567,200000.0,195777.4,60,M,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2011,CD,377000,S1,2022-07-25,S1,PL,57,12
568,30000.0,29769.9,24,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S2,2023-01-03,S1,PL,39,4
571,15000.0,13547.98,18,F,STREET VENDOR,7000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-10-07,S1,PL,57,10
572,27000.0,26101.46,36,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S1,2022-09-30,S1,PL,46,11
573,16000.0,16000.0,30,F,พนักงานบริษัท,17700.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-10-24,S1,PL,40,13
574,17200.0,17200.0,36,F,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-11-12,S1,PL,36,13
576,18000.0,18000.0,36,M,อื่นๆ,9400.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2022-11-24,S1,PL,26,13
577,32000.0,30916.75,18,F,เกษตรกร,13000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-07-20,S1,PL,54,5
578,20000.0,19911.4,12,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,2022-09-26,S1,PL,34,8
580,7000.0,6855.31,18,M,STREET VENDOR,12000.0,MC,HONDA,CLICK 110,2008,AB,14000,S2,2023-01-06,S1,PL,42,15
581,9000.0,8656.85,18,F,อื่นๆ,10000.0,MC,YAMAHA,SPARK NANO,2011,AE,12000,S1,2022-10-27,S1,PL,26,12
582,20000.0,19950.58,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 125,2007,AL,26900,S2,2023-01-06,S1,PL,38,16
584,17200.0,17200.0,36,F,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-11-12,S1,PL,36,13
585,29000.0,28950.93,24,M,พนักงานบริษัท,20000.0,MC,HONDA,ZOOMER X 110I,2020,DS,41000,S1,2022-09-14,S1,PL,51,3
586,12600.0,11908.79,18,F,อื่นๆ,12000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-10-19,S1,PL,44,10
587,190000.0,187072.93,60,M,อื่นๆ,16000.0,PU,TOYOTA,HILUX VIGO,2008,BZ,248000,S1,2022-08-01,S1,PL,29,15
588,103900.0,102134.64,60,M,อื่นๆ,12000.0,CAR,FORD,FIESTA,2010,BU,148500,S2,2022-11-22,S2,PL,46,13
589,20000.0,19187.74,24,M,STREET VENDOR,20000.0,MC,HONDA,MOOVE 110I,2014,AZ,27000,S1,2022-08-27,S1,PL,51,9
592,25000.0,23655.46,24,F,ข้าราชการ,25000.0,MC,HONDA,SCOOPY I,2017,CB,26500,S1,2022-09-24,S1,PL,54,6
594,250000.0,250000.0,60,M,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2011,AZ,371500,S2,2023-01-14,S1,PL,51,12
595,32300.0,31717.52,48,F,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2022-11-18,S2,PL,59,5
597,15000.0,13864.8,24,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-09-22,S1,PL,32,5
599,10000.0,9372.28,12,F,อื่นๆ,11000.0,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,2022-08-19,S1,PL,41,14
600,17000.0,16940.44,12,M,พนักงานรัฐวิสาหกิจ,15000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S1,2022-08-25,S1,PL,46,11
601,100000.0,100000.0,60,M,ข้าราชการ,27000.0,CAR,TOYOTA,COROLLA ALTIS,2003,BK,139500,S1,2023-01-09,S2,PL,40,20
602,24000.0,23408.35,36,F,อื่นๆ,20000.0,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,2022-07-20,S1,PL,29,4
603,130000.0,130000.0,60,F,พนักงานบริษัท,20000.0,PU,TOYOTA,HILUX TIGER,2003,BE,190000,S2,2023-01-09,S1,PL,30,20
604,8000.0,7780.58,12,M,เกษตรกร,6500.0,MC,HONDA,CLICK 125I,2017,BD,32000,S2,2023-01-03,S1,PL,23,6
605,225000.0,222456.12,48,M,อื่นๆ,19500.0,VAN,TOYOTA,COMMUTER,2010,FA,300000,S1,2022-07-12,S1,PL,29,13
606,170000.0,170000.0,60,F,พนักงานบริษัท,17000.0,PU,ISUZU,D-MAX,2005,BB,213000,S1,2022-09-09,S1,PL,43,18
607,28800.0,28733.24,36,F,พนักงานบริษัท,22000.0,MC,HONDA,SCOOPY I,2019,CK,38500,S1,2022-10-18,S1,PL,37,4
608,10000.0,9745.09,36,F,พนักงานบริษัท,16000.0,MC,HONDA,SONIC,2007,AD,20000,S1,2022-11-21,S1,PL,38,16
609,173000.0,173000.0,60,F,ข้าราชการ,21020.0,PU,ISUZU,D-MAX,2006,CM,247500,S1,2022-10-11,S1,PL,48,17
611,27000.0,27000.0,36,F,STREET VENDOR,25000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S1,2022-09-20,S1,PL,43,7
613,80000.0,80000.0,60,F,STREET VENDOR,30000.0,CAR,HONDA,CITY,2002,CV,120500,S1,2022-08-25,S1,PL,38,21
614,25000.0,23226.99,36,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,2022-07-26,S1,PL,36,9
617,20000.0,20000.0,12,M,อื่นๆ,21000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-10-05,S1,PL,40,4
619,20000.0,19500.47,36,F,อื่นๆ,15000.0,MC,HONDA,WAVE 125 I,2021,DK,49000,S1,2022-09-20,S1,PL,64,2
620,150000.0,149564.43,60,F,พนักงานบริษัท,20000.0,PU,ISUZU,D-MAX,2005,AX,200500,S1,2023-01-11,S2,PL,29,18
621,25000.0,24761.71,24,F,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,2022-07-20,S1,PL,42,5
622,200000.0,200000.0,60,F,เกษตรกร,30000.0,PU,TOYOTA,HILUX VIGO,2007,EG,314000,S1,2022-08-17,S1,PL,37,16
623,23000.0,21264.94,24,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-10-25,S1,PL,42,7
624,26000.0,26000.0,36,F,พนักงานบริษัท,24000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,2022-10-29,S1,PL,39,5
625,26000.0,25913.83,36,M,พนักงานบริษัท,23000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2023-01-09,S1,PL,37,10
626,25000.0,22864.94,36,M,STREET VENDOR,30000.0,MC,HONDA,SCOOPY I,2019,CK,38500,S1,2022-08-21,S1,PL,51,4
627,25000.0,24761.71,24,F,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,2022-07-20,S1,PL,42,5
628,31000.0,30528.16,54,F,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-11-21,S2,PL,37,6
629,30000.0,29856.81,36,M,พนักงานบริษัท,10350.0,MC,HONDA,WAVE 110 I,2022,CH,44500,S1,2022-09-21,S1,PL,21,1
630,21000.0,20471.58,36,M,พนักงานบริษัท,16000.0,MC,HONDA,MSX 125,2015,BK,28500,S1,2022-09-20,S1,PL,39,8
631,110000.0,110000.0,60,M,อื่นๆ,25000.0,CAR,TOYOTA,CAMRY,2004,DL,203000,S2,2023-01-06,S1,PL,55,19
632,19000.0,18949.23,18,M,พนักงานบริษัท,15000.0,MC,YAMAHA,GT 125,2018,AA,26000,S2,2023-01-03,S1,PL,28,5
633,25000.0,24977.62,24,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-08-03,S1,PL,45,7
634,25000.0,22864.94,36,M,STREET VENDOR,30000.0,MC,HONDA,SCOOPY I,2019,CK,38500,S1,2022-08-21,S1,PL,51,4
635,167000.0,166670.56,60,F,STREET VENDOR,30000.0,PU,TOYOTA,HILUX TIGER,2004,BX,209000,S2,2023-01-14,S1,PL,59,19
637,88000.0,88000.0,48,F,STREET VENDOR,30000.0,PU,TOYOTA,SPORT RIDER,2000,GJ,176500,S1,2022-09-09,S1,PL,54,23
638,30000.0,29967.61,24,M,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2023-01-06,S1,PL,49,4
639,16900.0,16079.69,36,M,อื่นๆ,22000.0,MC,HONDA,CLICK 125I,2014,AO,26000,S1,2022-07-22,S1,PL,45,9
641,200000.0,200000.0,60,F,STREET VENDOR,25000.0,CAR,TOYOTA,YARIS,2013,FW,279500,S1,2022-09-22,S1,PL,25,10
642,18000.0,14903.12,18,M,อื่นๆ,13000.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2022-07-21,S1,PL,47,13
644,30000.0,29148.42,36,M,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2023-01-07,S2,PL,45,7
645,200000.0,200000.0,60,F,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CI,264500,S2,2023-01-06,S1,PL,48,17
646,130000.0,129471.1,60,F,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2004,BA,190500,S1,2023-01-08,S2,PL,33,19
647,150000.0,150000.0,60,F,STREET VENDOR,35000.0,CAR,TOYOTA,YARIS,2008,AV,200000,S1,2022-08-31,S1,PL,38,15
649,20000.0,20000.0,12,M,อื่นๆ,21000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-10-05,S1,PL,40,4
650,29000.0,28813.52,36,F,STREET VENDOR,9000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-19,S1,PL,28,7
652,32000.0,30004.62,24,F,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2023-01-03,S1,PL,34,5
653,165000.0,165000.0,60,F,บุคลากรทางการแพทย์,32000.0,CAR,TOYOTA,VIOS,2011,BB,222500,S1,2023-01-07,S2,PL,43,12
654,6900.0,6337.65,24,F,อื่นๆ,18000.0,MC,HONDA,WAVE 125,2005,AE,23000,S2,2022-10-30,S2,PL,37,18
655,29000.0,28813.52,36,F,STREET VENDOR,9000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-19,S1,PL,28,7
656,31000.0,29666.82,36,M,STREET VENDOR,9000.06,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-08-22,S1,PL,23,5
657,13000.0,12805.69,18,M,เกษตรกร,15000.0,CAR,TOYOTA,VIOS,2013,DU,290000,S2,2023-01-09,S1,PL,45,10
661,30000.0,29270.32,24,F,อื่นๆ,6500.0,MC,HONDA,WAVE 110 I,2016,CL,40000,S2,2023-01-14,S1,PL,24,7
662,28500.0,28037.25,48,M,ข้าราชการ,24700.0,CAR,NISSAN,SUNNY,2001,AS,95000,S1,2023-01-11,S2,PL,52,22
663,15800.0,13623.01,12,F,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-09-23,S1,PL,45,13
665,4500.0,4168.83,12,M,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 100,2005,AD,16000,S1,2023-01-15,S2,PL,45,18
667,23000.0,22985.52,24,M,อื่นๆ,20000.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2022-07-25,S1,PL,35,13
668,15000.0,14480.87,24,F,เกษตรกร,30000.0,PU,ISUZU,D-MAX,2012,CE,346500,S1,2022-11-18,S1,PL,55,11
669,250000.0,250000.0,60,F,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2006,CT,321500,S1,2023-01-07,S2,PL,31,17
671,190000.0,190000.0,48,F,STREET VENDOR,30000.0,CAR,TOYOTA,CAMRY,2006,ED,263500,S1,2022-09-14,S1,PL,34,17
672,200000.0,199750.29,60,F,เกษตรกร,20000.0,PU,MITSUBISHI,TRITON,2012,BU,372000,S2,2023-01-06,S1,PL,33,11
674,225000.0,222456.12,48,M,อื่นๆ,19500.0,VAN,TOYOTA,COMMUTER,2010,FA,300000,S1,2022-07-12,S1,PL,29,13
675,3000.0,2110.76,12,F,STREET VENDOR,10000.0,MC,SUZUKI,STEP 125,2006,AE,10000,S1,2022-07-27,S1,PL,65,17
677,25000.0,24935.12,24,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2023-01-06,S1,PL,41,10
679,15000.0,14682.85,24,F,STREET VENDOR,30000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,2022-09-03,S1,PL,56,15
681,214000.0,214000.0,60,F,พนักงานบริษัท,30000.0,CAR,HONDA,CR-V,2007,AF,286500,S2,2023-01-06,S1,PL,44,16
682,50000.0,50000.0,36,F,STREET VENDOR,30000.0,MC,HONDA,PCX 160,2022,BT,84000,S1,2022-09-21,S1,PL,31,1
683,3000.0,3000.0,12,F,อื่นๆ,10000.0,MC,YAMAHA,TIARA,2000,AB,10000,S1,2022-11-18,S1,PL,58,23
686,30000.0,29140.61,36,M,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-08-15,S1,PL,35,5
687,6500.0,6174.12,18,M,อื่นๆ,15000.0,MC,HONDA,WAVE 125,2004,AA,21500,S1,2022-08-17,S1,PL,27,19
688,68000.0,67756.17,48,F,อื่นๆ,15000.0,CAR,TOYOTA,COROLLA ALTIS,2002,EE,117000,S2,2023-01-09,S1,PL,30,21
689,178000.0,174188.89,48,M,พนักงานบริษัท,23000.0,CAR,HONDA,BRIO,2013,AR,236000,S2,2023-01-06,S1,PL,40,10
690,27000.0,25876.25,30,M,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-26,S1,PL,69,11
693,27800.0,26638.27,24,F,พนักงานบริษัท,33000.0,MC,HONDA,SCOOPY I,2019,CN,37000,S1,2022-09-01,S1,PL,45,4
694,12800.0,12367.8,24,M,เกษตรกร,19000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S1,2022-10-12,S1,PL,33,15
