,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age
3445,31632.28,31632.28,48,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S2,2022-11-28,S2,PL,50,4
3446,22853.47,22853.47,36,F,พนักงานบริษัท,10000.0,MC,GPX,DEMON 150,2019,AC,33500,S2,2022-11-30,S2,PL,34,4
3449,14000.0,13975.46,36,F,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2009,AF,19000,S2,2022-12-07,S1,PL,41,14
3450,130000.0,130000.0,60,F,STREET VENDOR,35000.0,PU,FORD,RANGER,2007,BU,212000,S2,2022-12-07,S1,PL,37,16
3451,300000.0,298055.87,60,M,อื่นๆ,14000.0,PU,ISUZU,D-MAX,2013,CE,475500,S2,2023-01-09,S1,PL,39,10
3453,25000.0,24347.9,36,F,อื่นๆ,15000.0,MC,HONDA,PCX 125I,2011,AB,33500,S2,2022-12-04,S1,PL,32,12
3454,50000.0,49948.79,24,F,พนักงานบริษัท,9233.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-04,S1,PL,38,4
3455,28000.0,26326.67,12,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110I,2020,DM,37500,S2,2022-12-10,S1,PL,35,3
3456,15700.0,15594.86,36,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-12-07,S1,PL,55,12
3457,197000.0,197000.0,60,M,พนักงานรัฐวิสาหกิจ,23538.0,CAR,HONDA,CITY,2011,BA,263000,S2,2022-12-07,S1,PL,31,12
3458,19000.0,18932.1,18,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2022-12-28,S1,PL,43,5
3459,8600.0,8059.34,12,M,อื่นๆ,13000.0,MC,YAMAHA,MIO 125,2011,AF,13000,S2,2022-12-07,S1,PL,30,12
3460,16500.0,16149.63,24,F,เกษตรกร,15000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,2022-12-07,S1,PL,35,12
3461,39500.0,38409.75,30,F,STREET VENDOR,30000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-10,S1,PL,39,6
3462,31000.0,30133.93,36,M,พนักงานบริษัท,15000.0,MC,HONDA,PCX 150,2013,BS,41500,S2,2022-12-04,S1,PL,38,10
3463,190000.0,190000.0,48,M,พนักงานบริษัท,24000.0,PU,TOYOTA,HILUX VIGO,2008,CB,285000,S2,2023-01-06,S1,PL,35,15
3464,6100.0,5711.36,12,F,STREET VENDOR,40000.0,MC,HONDA,WAVE 125,2003,AA,20500,S2,2022-12-07,S1,PL,36,20
3465,110000.0,109101.15,60,F,STREET VENDOR,25000.0,CAR,HONDA,CIVIC,2005,CJ,170000,S2,2022-12-10,S1,PL,35,18
3467,30000.0,27436.57,24,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S2,2023-01-12,S1,PL,43,6
3468,230000.0,230000.0,60,F,อาจารย์,22000.0,CAR,HONDA,CITY,2013,BP,308000,S2,2022-12-07,S1,PL,36,10
3469,14000.0,13854.61,36,F,STREET VENDOR,20000.0,MC,HONDA,SCOOPY I,2011,BB,22000,S2,2022-12-07,S1,PL,48,12
3470,140000.0,138963.28,60,F,อื่นๆ,22770.0,CAR,TOYOTA,VIOS,2010,DX,222000,S2,2022-11-03,S1,PL,42,13
3471,27000.0,26768.36,36,F,พนักงานบริษัท,16600.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-07,S1,PL,41,11
3472,18300.0,18261.78,24,F,STREET VENDOR,20000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S2,2022-12-07,S1,PL,40,10
3473,26000.0,24380.81,30,F,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S2,2023-01-12,S1,PL,29,11
3474,50000.0,31971.48,12,M,เกษตรกร,30000.0,PU,MITSUBISHI,TRITON,2013,BD,338000,S1,2023-01-05,S2,PL,47,10
3475,13200.0,12286.79,24,M,อื่นๆ,20000.0,MC,HONDA,CLICK 110I,2011,AE,17500,S1,2023-01-16,S2,PL,36,12
3476,36375.0,35619.72,36,M,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2014,CE,48500,S2,2022-12-30,S3,PL,22,9
3478,48000.0,47217.95,36,M,อื่นๆ,20000.0,MC,HONDA,PCX 150,2018,DD,64500,S2,2022-10-30,S1,PL,50,5
3479,40000.0,39999.71,36,F,STREET VENDOR,25000.0,CAR,MITSUBISHI,LANCER,2002,AC,105000,S2,2022-12-15,S1,PL,29,21
3480,26800.0,26207.14,36,F,STREET VENDOR,30000.0,CAR,HONDA,CITY,1999,AT,89500,S2,2022-12-15,S1,PL,50,24
3481,28500.0,28427.97,18,F,พนักงานบริษัท,28000.0,MC,HONDA,SUPER CUB 110,2019,DA,38000,S1,2023-01-13,S2,PL,29,4
3482,18000.0,16846.07,18,M,อื่นๆ,27000.0,MC,YAMAHA,FINO (4DO),2010,AA,24000,S2,2022-12-10,S1,PL,45,13
3483,23000.0,18094.35,12,F,พนักงานบริษัท,18000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,35500,S2,2023-01-14,S1,PL,35,12
3484,110000.0,110000.0,60,F,พนักงานบริษัท,12000.0,CAR,HONDA,JAZZ,2004,CK,146000,S2,2022-12-07,S1,PL,29,19
3485,10000.0,9323.22,36,M,พนักงานบริษัท,33000.0,MC,HONDA,CLICK 110I,2008,AW,16000,S2,2022-12-10,S1,PL,44,15
3486,29000.0,26590.04,36,M,ข้าราชการ,7000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2023-01-10,S2,PL,24,4
3487,50000.0,48616.32,36,F,พนักงานบริษัท,17166.6,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-15,S1,PL,30,4
3488,26000.0,25754.96,36,F,อื่นๆ,13000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S2,2023-01-06,S1,PL,31,12
3489,31000.0,30989.94,36,F,พนักงานบริษัท,18000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-12-10,S1,PL,34,4
3490,12700.0,10407.99,12,M,อื่นๆ,15000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S2,2023-01-14,S1,PL,32,15
3491,12000.0,11694.08,24,F,STREET VENDOR,20000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S2,2022-12-07,S1,PL,32,15
3492,31500.0,30164.97,18,M,อื่นๆ,36000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-12-15,S1,PL,37,4
3493,25000.0,21858.11,24,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,47,11
3494,31500.0,29592.61,30,M,อื่นๆ,25000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2023-01-16,S2,PL,38,4
3495,50000.0,47626.3,24,M,พนักงานบริษัท,40000.0,PU,MITSUBISHI,TRITON,2012,BU,372000,S2,2022-11-29,S1,PL,47,11
3496,31500.0,30697.34,30,M,อื่นๆ,30000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2023-01-03,S2,PL,56,6
3497,26000.0,25868.7,36,M,เกษตรกร,9000.0,MC,HONDA,DREAM 110,2011,AF,35000,S1,2023-01-15,S2,PL,56,12
3499,10500.0,9403.52,24,M,STREET VENDOR,20000.0,MC,YAMAHA,MIO 125,2012,AJ,14000,S2,2022-12-30,S1,PL,45,11
3500,177000.0,176941.14,60,M,อื่นๆ,25000.0,PU,ISUZU,D-MAX,2009,AP,253000,S2,2022-12-19,S1,PL,57,14
3501,8500.0,6977.06,12,M,อื่นๆ,10000.0,MC,YAMAHA,MIO 115,2010,AO,13000,S1,2023-01-01,S2,PL,32,13
3502,31000.0,29939.8,36,F,STREET VENDOR,20000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-12-10,S1,PL,49,9
3503,31000.0,29000.51,30,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-19,S1,PL,38,4
3504,27000.0,25406.67,24,F,STREET VENDOR,13000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S2,2022-12-15,S1,PL,38,9
3505,200000.0,198124.35,48,M,พนักงานบริษัท,18000.0,PU,TOYOTA,HILUX VIGO,2010,CR,271000,S2,2022-12-07,S1,PL,36,13
3507,159000.0,155282.86,36,F,เกษตรกร,30000.0,CAR,TOYOTA,VIOS,2012,AZ,245000,S2,2022-10-25,S1,PL,36,11
3508,103000.0,103000.0,60,M,STREET VENDOR,15000.0,CAR,TOYOTA,VIOS,2006,AI,137500,S2,2022-12-07,S1,PL,41,17
3509,31800.0,31711.72,36,M,เกษตรกร,20000.0,MC,HONDA,WAVE 125 I,2021,DK,49000,S2,2022-12-07,S1,PL,27,2
3510,27000.0,26698.25,36,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S2,2022-12-19,S1,PL,49,8
3512,108500.0,107763.8,60,M,อาจารย์,15500.0,CAR,MAZDA,2,2010,BH,167000,S2,2022-11-18,S1,PL,38,13
3513,244000.0,244000.0,60,F,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2007,CO,309500,S2,2022-12-07,S1,PL,48,16
3514,120000.0,120000.0,60,F,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2005,CO,215000,S2,2022-12-07,S1,PL,48,18
3517,35000.0,34511.4,30,F,เกษตรกร,15000.0,MC,KAWASAKI,NINJA 650,2009,AA,76000,S2,2022-12-07,S1,PL,30,14
3519,24000.0,23129.37,36,F,พนักงานบริษัท,16000.0,MC,HONDA,SCOOPY I,2018,BZ,33000,S2,2022-10-10,S1,PL,24,5
3520,130000.0,130000.0,60,M,เกษตรกร,18000.0,PU,TOYOTA,HILUX TIGER,2003,CQ,198000,S2,2022-12-07,S1,PL,47,20
3521,85000.0,84594.45,60,M,ข้าราชการ,16290.0,CAR,TOYOTA,VIOS,2005,EH,131000,S2,2022-12-07,S1,PL,33,18
3522,36000.0,35470.28,36,M,อื่นๆ,15000.0,MC,HONDA,CLICK 150I,2019,BH,48500,S2,2023-01-06,S1,PL,31,4
3523,31200.0,31141.63,18,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-10,S1,PL,42,4
3524,29000.0,27930.6,24,M,พนักงานบริษัท,17000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S2,2022-12-15,S1,PL,47,5
3525,24300.0,24298.95,36,M,อื่นๆ,15000.0,CAR,CHEVROLET,AVEO,2007,AE,81000,S2,2022-12-04,S1,PL,33,16
3526,190000.0,188712.01,60,M,พนักงานบริษัท,27006.0,PU,ISUZU,D-MAX,2006,CM,247500,S2,2022-12-22,S1,PL,44,17
3527,33000.0,32808.51,36,F,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S2,2022-12-07,S1,PL,40,3
3528,36500.0,36199.71,36,M,พนักงานบริษัท,17000.0,MC,HONDA,PCX 150,2014,CE,48500,S2,2022-12-15,S1,PL,36,9
3529,33700.0,33700.0,36,F,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2020,EH,45000,S2,2022-12-07,S1,PL,35,3
3531,20000.0,19208.98,24,F,อื่นๆ,17000.0,MC,YAMAHA,GRAND FILANO 125,2014,AM,27500,S1,2023-01-07,S2,PL,39,9
3532,28300.0,28222.83,24,M,STREET VENDOR,20000.0,CAR,HONDA,CIVIC,1996,AJ,105000,S2,2022-12-07,S1,PL,38,27
3533,12600.0,12575.57,18,M,อื่นๆ,12000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S2,2022-12-07,S1,PL,27,10
3534,37500.0,37470.71,18,F,อื่นๆ,20000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S2,2022-12-10,S1,PL,27,4
3535,31500.0,30637.11,36,F,STREET VENDOR,15000.0,MC,HONDA,DREAM 110,2014,CA,42000,S2,2022-12-30,S1,PL,38,9
3536,134000.0,133517.83,60,F,พนักงานบริษัท,15000.0,CAR,HONDA,CIVIC,2007,AS,207500,S2,2022-11-29,S1,PL,33,16
3537,231000.0,229883.01,60,F,ข้าราชการ,27200.0,PU,ISUZU,D-MAX,2011,AO,330000,S2,2022-12-28,S1,PL,42,12
3538,155000.0,155000.0,48,M,STREET VENDOR,25000.0,CAR,NISSAN,ALMERA,2013,BL,222500,S2,2022-12-07,S1,PL,42,10
3539,29200.0,28481.96,36,M,พนักงานรัฐวิสาหกิจ,17000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S2,2022-12-04,S1,PL,40,5
3540,170000.0,169807.69,60,M,อื่นๆ,20000.0,CAR,HONDA,JAZZ,2010,AL,264000,S2,2022-12-10,S1,PL,32,13
3541,31800.0,31800.0,36,M,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2022-12-07,S1,PL,52,5
3542,16500.0,16409.25,36,M,อื่นๆ,26000.0,MC,HONDA,SCOOPY I,2011,BB,22000,S2,2022-12-04,S1,PL,33,12
3543,42000.0,42000.0,36,F,อื่นๆ,20000.0,MC,VESPA,SPRINT 150,2015,AN,60000,S2,2022-12-07,S1,PL,45,8
3545,9000.0,8290.7,12,F,STREET VENDOR,20000.0,MC,YAMAHA,SPARK NANO,2011,AE,12000,S2,2022-12-07,S1,PL,53,12
3546,250000.0,250000.0,60,F,อาจารย์,31095.0,CAR,HONDA,JAZZ,2012,BH,313500,S2,2022-12-07,S1,PL,45,11
3547,27000.0,26814.98,36,F,พนักงานบริษัท,12500.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-04,S1,PL,39,11
3548,145000.0,145000.0,60,F,STREET VENDOR,20000.0,CAR,NISSAN,MARCH,2017,AL,240500,S2,2022-12-07,S1,PL,50,6
3549,24000.0,23042.55,36,F,STREET VENDOR,10000.0,MC,YAMAHA,FINN 115I,2019,AK,32000,S2,2022-12-13,S1,PL,26,4
3550,27000.0,26171.14,30,F,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-07,S1,PL,34,7
3551,193000.0,192074.36,48,F,พนักงานบริษัท,10000.0,CAR,SUZUKI,SWIFT,2016,AP,284000,S2,2022-12-13,S1,PL,37,7
3552,250000.0,249834.55,60,M,เกษตรกร,15000.0,PU,ISUZU,D-MAX,2011,AN,385500,S2,2022-12-07,S1,PL,39,12
3553,17000.0,16811.85,18,F,STREET VENDOR,10000.0,MC,HONDA,SCOOPY I,2012,BT,28000,S2,2022-12-07,S1,PL,26,11
3555,29000.0,28909.95,24,F,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-07,S1,PL,39,7
3556,4800.0,4494.71,12,M,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 100,2005,AD,16000,S2,2022-12-04,S1,PL,40,18
3557,90000.0,89901.66,48,M,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2003,AC,135500,S1,2023-01-07,S2,PL,39,20
3558,33000.0,31166.89,30,F,STREET VENDOR,17000.0,MC,HONDA,DREAM 110,2015,CC,44000,S2,2022-10-15,S1,PL,31,8
3559,4800.0,4800.0,12,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 100,2005,AD,16000,S2,2022-12-07,S1,PL,49,18
3560,30000.0,29805.02,36,F,อื่นๆ,11000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2022-12-07,S1,PL,26,5
3561,4000.0,3754.4,12,M,STREET VENDOR,12000.0,MC,HONDA,CLICK 110,2006,AC,13500,S2,2022-12-10,S1,PL,55,17
3562,27000.0,26783.9,36,F,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-04,S1,PL,41,6
3563,85000.0,85000.0,60,F,STREET VENDOR,18000.0,CAR,TOYOTA,VIOS,2004,BA,131500,S2,2022-12-07,S1,PL,28,19
3564,32000.0,31917.38,36,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2023-01-06,S2,PL,57,5
3565,40000.0,39911.16,36,F,อื่นๆ,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-15,S1,PL,44,6
3567,31000.0,29532.2,24,M,อื่นๆ,30000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S2,2022-12-15,S1,PL,29,4
3568,50000.0,49569.93,36,M,พนักงานบริษัท,15000.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-04,S1,PL,33,4
3569,28500.0,26601.1,36,M,พนักงานรัฐวิสาหกิจ,38000.0,MC,HONDA,SUPER CUB 110,2019,DA,38000,S2,2022-10-04,S1,PL,47,4
3570,32000.0,27432.16,18,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2023-01-12,S2,PL,40,4
3572,150000.0,150000.0,24,M,พนักงานบริษัท,18000.0,CAR,TOYOTA,VIOS,2008,AN,201000,S2,2022-12-07,S1,PL,36,15
3573,110000.0,109938.08,24,F,พนักงานบริษัท,15000.0,CAR,MITSUBISHI,MIRAGE,2012,BF,180000,S2,2022-12-07,S1,PL,28,11
3574,46000.0,46000.0,36,M,อื่นๆ,10000.0,MC,HONDA,PCX 150,2017,CQ,61500,S2,2022-12-07,S1,PL,30,6
3575,26000.0,25853.98,36,F,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-10,S1,PL,29,10
3576,32000.0,31794.69,30,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2020,EE,43000,S2,2022-12-10,S1,PL,45,3
3578,23700.0,23700.0,30,F,อื่นๆ,17000.0,CAR,CHEVROLET,AVEO,2006,CV,79000,S2,2022-12-07,S1,PL,37,17
3579,21500.0,20859.46,36,M,อื่นๆ,20000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2022-12-04,S1,PL,52,6
3580,36700.0,35078.76,36,F,STREET VENDOR,20000.0,MC,HONDA,DREAM 110I,2016,CD,49000,S1,2023-01-11,S2,PL,44,7
3581,45000.0,45000.0,60,M,อื่นๆ,15000.0,CAR,HONDA,CIVIC,2001,EA,151000,S2,2022-12-07,S1,PL,40,22
3582,300000.0,300000.0,60,M,อื่นๆ,20000.0,PU,ISUZU,D-MAX,2014,BK,410000,S2,2022-12-07,S1,PL,27,9
3583,7500.0,7416.59,12,M,พนักงานบริษัท,15000.0,MC,YAMAHA,TTX 115,2012,AJ,10000,S1,2023-01-02,S2,PL,43,11
3584,100000.0,100000.0,60,M,อื่นๆ,23000.0,CAR,HONDA,CIVIC,2009,AN,264500,S2,2022-12-07,S1,PL,33,14
3585,100000.0,100000.0,36,M,พนักงานบริษัท,40000.0,PU,MITSUBISHI,TRITON,2012,AQ,206500,S2,2022-12-07,S1,PL,43,11
3586,26000.0,25824.05,36,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2022-12-10,S1,PL,43,10
3587,50000.0,49800.13,36,M,พนักงานบริษัท,22300.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2022-12-15,S1,PL,28,4
3588,29000.0,28646.25,12,M,อื่นๆ,15000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S2,2022-12-07,S1,PL,23,4
3589,29000.0,27573.94,24,F,STREET VENDOR,17000.0,MC,HONDA,PCX 150,2012,BU,39000,S2,2022-12-10,S1,PL,40,11
3590,15800.0,14506.16,18,F,อื่นๆ,21000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S2,2022-11-09,S1,PL,38,13
3591,27000.0,27000.0,36,M,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S2,2022-12-07,S1,PL,44,11
3592,28000.0,27804.3,36,M,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2022-12-10,S1,PL,29,4
3593,170000.0,170000.0,60,M,พนักงานบริษัท,14000.0,PU,ISUZU,D-MAX,2005,CE,217000,S2,2022-12-10,S1,PL,35,18
3594,46800.0,46287.65,24,M,STREET VENDOR,30000.0,PU,CHEVROLET,COLORADO,2006,AD,156000,S2,2022-12-10,S1,PL,50,17
3595,250000.0,249517.67,60,F,อาจารย์,25000.0,CAR,MAZDA,2,2016,BO,392500,S2,2022-12-04,S1,PL,32,7
3596,15000.0,15000.0,18,M,STREET VENDOR,15000.0,MC,HONDA,WAVE X,2007,AV,20000,S2,2022-12-07,S1,PL,51,16
3597,12000.0,10619.49,12,F,STREET VENDOR,40000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S2,2023-01-06,S1,PL,52,15
3598,27000.0,26768.36,36,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-10,S1,PL,23,11
3599,10000.0,10000.0,12,M,พนักงานบริษัท,15000.0,MC,YAMAHA,MIO 125,2012,AJ,14000,S2,2022-12-07,S1,PL,62,11
3600,20000.0,20000.0,36,M,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 125,2010,BF,30500,S2,2022-12-07,S1,PL,29,13
3602,29000.0,29000.0,36,F,พนักงานบริษัท,18000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S2,2022-12-07,S1,PL,28,5
3603,18000.0,18000.0,24,F,เกษตรกร,15000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S2,2022-12-07,S1,PL,32,12
3604,26000.0,24712.71,36,F,ข้าราชการ,30000.0,MC,HONDA,DREAM 110,2011,AF,35000,S1,2023-01-04,S2,PL,40,12
3605,13000.0,12496.56,18,M,STREET VENDOR,25000.0,MC,HONDA,MSX 125,2016,BF,27000,S2,2022-12-07,S1,PL,40,7
3606,25000.0,25000.0,36,M,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2014,CF,35000,S2,2022-12-07,S1,PL,34,9
3607,25000.0,25000.0,36,M,อื่นๆ,20000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S2,2022-12-07,S1,PL,38,7
3608,30000.0,30000.0,36,F,พนักงานบริษัท,11000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S2,2022-12-07,S1,PL,32,5
3609,34000.0,34000.0,24,F,STREET VENDOR,32000.0,MC,YAMAHA,M-SLAZ 150,2018,BH,45500,S2,2022-12-07,S1,PL,49,5
3610,20000.0,17323.12,12,M,อื่นๆ,15000.0,PU,NISSAN,FRONTIER,2002,BK,138500,S2,2023-01-14,S1,PL,41,21
3611,71700.0,71700.0,48,F,พนักงานบริษัท,13000.0,CAR,HONDA,CIVIC,2002,CG,143500,S2,2022-12-07,S1,PL,39,21
3612,30000.0,28120.71,12,M,อื่นๆ,12000.0,MC,HONDA,WAVE 125 I,2020,EC,40900,S2,2022-12-13,S1,PL,33,3
3613,26000.0,25964.95,12,F,พนักงานบริษัท,18000.0,MC,HONDA,CLICK 125I,2018,BC,35500,S2,2023-01-03,S1,PL,27,5
3614,16000.0,15811.14,36,F,อื่นๆ,26000.0,MC,HONDA,WAVE 125 I,2012,BM,22000,S2,2022-12-07,S1,PL,59,11
3615,18000.0,17635.95,24,M,พนักงานบริษัท,22000.0,MC,HONDA,SCOOPY I,2014,BA,30000,S2,2022-12-15,S1,PL,36,9
3616,220000.0,220000.0,60,M,พนักงานบริษัท,20000.0,CAR,TOYOTA,VIOS,2013,CO,295000,S2,2022-12-07,S1,PL,45,10
3617,176000.0,176000.0,60,F,พนักงานบริษัท,13000.0,CAR,HONDA,CITY,2009,AV,235000,S2,2022-12-07,S1,PL,30,14
3619,157000.0,157000.0,60,F,พนักงานรัฐวิสาหกิจ,24000.0,CAR,TOYOTA,VIOS,2011,FN,242500,S2,2022-12-07,S1,PL,41,12
3620,42000.0,41150.57,24,F,อื่นๆ,25000.0,MC,KAWASAKI,Z 300,2016,BD,71500,S2,2022-12-15,S1,PL,31,7
3621,31000.0,31000.0,30,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S2,2022-12-07,S1,PL,23,6
3622,12000.0,11799.45,24,F,อื่นๆ,9000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S2,2022-12-22,S1,PL,63,15
3623,26000.0,24929.21,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2022-12-22,S1,PL,42,10
3624,26000.0,26000.0,36,M,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,PL,22,10
3625,14000.0,14000.0,12,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S2,2022-12-07,S1,PL,30,12
3626,33000.0,33000.0,18,M,STREET VENDOR,25000.0,MC,HONDA,SCOOPY PRESTIGE,2021,BY,44000,S2,2022-12-07,S1,PL,44,2
3627,23000.0,22573.56,24,M,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-19,S1,PL,43,11
3628,26000.0,26000.0,24,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,PL,59,10
3629,26000.0,26000.0,36,F,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-07,S1,PL,33,11
3631,176000.0,176000.0,60,F,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2011,BE,237500,S2,2022-12-07,S1,PL,39,12
3632,16500.0,16500.0,18,F,อื่นๆ,19000.0,MC,HONDA,SCOOPY I,2011,AR,24000,S2,2022-12-07,S1,PL,43,12
3633,190000.0,190000.0,60,M,พนักงานบริษัท,18000.0,PU,TOYOTA,HILUX VIGO,2013,EF,285500,S2,2022-12-07,S1,PL,34,10
3634,29000.0,27403.23,24,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-12-13,S1,PL,53,7
3635,24000.0,24000.0,36,M,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S2,2022-12-07,S1,PL,45,11
3636,10000.0,10000.0,24,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S2,2022-12-04,S1,PL,31,13
3637,26000.0,24727.05,36,M,อื่นๆ,21000.0,MC,HONDA,CLICK 125I,2018,BC,35500,S1,2023-01-13,S2,PL,28,5
3638,34800.0,34656.53,36,F,อื่นๆ,40000.0,MC,HONDA,SCOOPY I,2020,CX,46500,S2,2022-12-25,S1,PL,42,3
3639,10000.0,9900.47,36,M,อื่นๆ,12000.0,MC,HONDA,CLICK 110I,2010,AC,18000,S2,2022-12-15,S1,PL,31,13
3640,23700.0,23315.0,36,M,อื่นๆ,15000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S2,2022-12-04,S1,PL,31,5
3641,18000.0,18000.0,36,F,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S2,2022-12-07,S1,PL,34,12
3642,18000.0,18000.0,36,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S2,2022-12-04,S1,PL,31,13
3643,130000.0,130000.0,60,M,พนักงานบริษัท,17000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S2,2022-12-07,S1,PL,41,19
3644,10000.0,9952.06,12,M,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2023-01-11,S2,PL,30,4
