,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate,F,M
717,27000.0,26594.27,30,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-19,S1,PL,50,11,75.0,65-75%,1,0
718,222000.0,222000.0,60,อาจารย์,30270.0,PU,MAZDA,BT-50PRO,2012,AI,316000,S1,2022-12-26,S1,PL,45,11,70.25316455696202,65-75%,0,1
719,31700.0,31541.28,36,อื่นๆ,12000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S1,2022-07-30,S1,PL,56,4,75.47619047619048,75%,1,0
720,15000.0,12817.83,12,เกษตรกร,13000.0,MC,YAMAHA,FINO 115,2014,AO,20000,S1,2022-09-22,S1,PL,41,9,75.0,65-75%,0,1
721,27000.0,25984.32,24,STREET VENDOR,20000.0,PU,MITSUBISHI,TRITON,2017,AP,376500,S1,2022-09-06,S1,PL,45,6,7.171314741035857,30%,1,0
722,250000.0,250000.0,60,บุคลากรทางการแพทย์,21000.0,PU,ISUZU,MU-7,2009,AG,377500,S1,2022-12-29,S1,PL,48,14,66.22516556291392,65-75%,1,0
723,20000.0,18908.06,24,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-09-19,S1,PL,59,6,47.61904761904761,30-50%,1,0
724,28000.0,27430.38,24,พนักงานบริษัท,22000.0,MC,HONDA,SCOOPY I,2018,AO,45000,S1,2022-11-10,S1,PL,28,5,62.22222222222222,65-75%,1,0
725,180000.0,180000.0,48,พนักงานบริษัท,25000.0,CAR,MITSUBISHI,LANCER EX,2009,CH,265500,S1,2022-12-12,S1,PL,58,14,67.79661016949152,65-75%,0,1
726,12400.0,12400.0,12,STREET VENDOR,30000.0,MC,HONDA,CLICK 110I,2009,AE,16500,S1,2022-12-21,S1,PL,51,14,75.15151515151514,75%,1,0
727,140000.0,138698.58,60,STREET VENDOR,20000.0,PU,TOYOTA,SPORT CRUISER,2003,EF,208000,S1,2022-07-18,S1,PL,62,20,67.3076923076923,65-75%,0,1
728,29000.0,28377.86,24,STREET VENDOR,10000.0,MC,HONDA,SCOOPY I,2019,CK,38500,S1,2022-11-01,S1,PL,62,4,75.32467532467533,75%,1,0
729,39000.0,39000.0,36,พนักงานบริษัท,21000.0,MC,HONDA,CLICK 150I,2020,BK,52000,S1,2022-12-02,S1,PL,41,3,75.0,65-75%,1,0
731,60000.0,51810.32,18,เกษตรกร,20000.0,PU,TOYOTA,HILUX TIGER,2003,BD,179500,S1,2022-09-19,S1,PL,68,20,33.42618384401114,30-50%,1,0
732,17700.0,16851.96,36,อื่นๆ,15000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-11-04,S1,PL,44,13,75.31914893617021,75%,0,1
734,95000.0,95000.0,48,พนักงานบริษัท,13267.0,CAR,HONDA,CITY,2004,BB,132500,S1,2022-12-13,S1,PL,43,19,71.69811320754717,65-75%,0,1
735,26000.0,26000.0,12,พนักงานบริษัท,22000.0,CAR,HONDA,JAZZ,2007,BF,175000,S1,2022-10-27,S1,PL,40,16,14.857142857142858,30%,1,0
736,26000.0,26000.0,36,ข้าราชการ,21000.0,MC,HONDA,WAVE 110 I,2014,CF,35000,S1,2022-12-06,S1,PL,26,9,74.28571428571429,65-75%,0,1
737,40000.0,37653.99,24,เกษตรกร,10000.0,MC,YAMAHA,YZF R15,2019,CM,53500,S1,2022-09-06,S1,PL,50,4,74.76635514018692,65-75%,0,1
738,87000.0,87000.0,48,STREET VENDOR,25000.0,CAR,TOYOTA,CAMRY,2002,AC,165000,S1,2022-09-29,S1,PL,42,21,52.72727272727272,50-65%,1,0
739,50000.0,48435.95,24,พนักงานบริษัท,17000.0,MC,HONDA,PCX 150,2019,DN,72000,S1,2022-10-18,S1,PL,33,4,69.44444444444444,65-75%,0,1
740,150000.0,150000.0,60,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2010,CI,215000,S1,2022-11-12,S1,PL,59,13,69.76744186046511,65-75%,1,0
743,23000.0,21016.45,24,เกษตรกร,17000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-08-29,S1,PL,49,11,63.888888888888886,65-75%,1,0
745,246300.0,246300.0,60,STREET VENDOR,36000.0,CAR,NISSAN,NOTE,2017,CT,349500,S1,2022-09-15,S1,PL,43,6,70.47210300429184,65-75%,1,0
746,110000.0,110000.0,60,พนักงานบริษัท,19000.0,PU,MITSUBISHI,TRITON,2006,AI,184000,S1,2022-11-11,S1,PL,37,17,59.78260869565217,50-65%,1,0
747,9500.0,9433.15,12,อื่นๆ,13000.0,MC,HONDA,CLICK 110I,2010,AE,17000,S1,2022-08-02,S1,PL,35,13,55.88235294117647,50-65%,0,1
748,240000.0,240000.0,60,STREET VENDOR,20000.0,CAR,TOYOTA,COROLLA ALTIS,2013,AU,325500,S1,2022-09-20,S1,PL,53,10,73.73271889400922,65-75%,0,1
749,32000.0,31889.66,24,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-09-12,S1,PL,29,4,72.72727272727273,65-75%,0,1
750,40000.0,39559.76,60,STREET VENDOR,10000.0,CAR,HONDA,CIVIC,2001,FS,131500,S1,2022-09-07,S1,PL,40,22,30.418250950570343,30-50%,1,0
751,23000.0,22920.14,36,STREET VENDOR,13000.0,MC,HONDA,WAVE 125 I,2016,CE,30900,S1,2022-09-29,S1,PL,27,7,74.4336569579288,65-75%,1,0
752,30000.0,30000.0,24,พนักงานบริษัท,13500.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-12-15,S1,PL,28,6,75.0,65-75%,0,1
754,200000.0,197913.27,60,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2006,CI,264500,S1,2022-06-23,S1,PL,57,17,75.61436672967864,75%,0,1
757,290000.0,289913.33,48,พนักงานบริษัท,28000.0,PU,TOYOTA,HILUX VIGO,2014,BX,403000,S1,2022-08-03,S1,PL,35,9,71.96029776674938,65-75%,0,1
758,40000.0,40000.0,36,พนักงานบริษัท,9200.0,MC,YAMAHA,XSR 155,2019,CG,60000,S1,2022-11-28,S1,PL,34,4,66.66666666666666,65-75%,1,0
759,12000.0,11924.91,36,ข้าราชการ,29000.0,MC,HONDA,CLICK 110I,2011,AD,18000,S1,2022-11-03,S1,PL,44,12,66.66666666666666,65-75%,0,1
760,32400.0,32400.0,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-12-29,S1,PL,36,5,75.34883720930232,75%,1,0
761,135000.0,135000.0,48,เกษตรกร,18000.0,CAR,NISSAN,ALMERA,2012,BV,192000,S1,2022-10-15,S1,PL,33,11,70.3125,65-75%,1,0
762,103000.0,102111.08,60,พนักงานบริษัท,15000.01,CAR,TOYOTA,COROLLA ALTIS,2004,AO,159000,S1,2022-08-30,S1,PL,32,19,64.77987421383648,65-75%,0,1
763,29000.0,27766.59,24,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-08-14,S1,PL,32,7,74.35897435897436,65-75%,0,1
764,24000.0,23036.23,12,เกษตรกร,15000.0,MC,HONDA,MSX 125,2018,BP,37500,S1,2022-07-25,S1,PL,40,5,64.0,65-75%,1,0
765,30000.0,28958.54,18,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-11-03,S1,PL,52,6,75.0,65-75%,1,0
766,300000.0,300000.0,60,เกษตรกร,40000.0,PU,TOYOTA,HILUX REVO,2016,AG,416000,S1,2022-12-08,S1,PL,47,7,72.11538461538461,65-75%,1,0
767,13000.0,13000.0,24,พนักงานบริษัท,13600.0,MC,HONDA,SCOOPY I,2012,BT,28000,S1,2022-12-04,S1,PL,37,11,46.42857142857143,30-50%,1,0
769,190000.0,189238.55,60,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,36000,S1,2022-06-30,S1,PL,50,11,527.7777777777777,30%,1,0
770,20000.0,19092.15,36,อื่นๆ,20000.0,MC,HONDA,CLICK 125I,2017,BD,32000,S1,2022-08-15,S1,PL,31,6,62.5,65-75%,1,0
771,80000.0,78136.03,36,พนักงานบริษัท,9000.0,PU,ISUZU,D-MAX,2005,BB,213000,S1,2022-12-13,S1,PL,46,18,37.558685446009385,30-50%,0,1
772,15700.0,15439.09,24,STREET VENDOR,19000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2022-10-19,S1,PL,24,12,74.76190476190476,65-75%,1,0
774,142000.0,139918.34,48,เกษตรกร,18000.0,PU,MAZDA,BT-50,2009,BH,203500,S1,2022-09-19,S1,PL,36,14,69.77886977886978,65-75%,0,1
775,150000.0,150000.0,24,ข้าราชการ,40000.0,CAR,TOYOTA,INNOVA,2012,FW,348500,S1,2022-12-17,S1,PL,46,11,43.0416068866571,30-50%,1,0
777,180000.0,180000.0,60,STREET VENDOR,15000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2022-08-31,S1,PL,39,17,72.0,65-75%,0,1
778,190000.0,190000.0,60,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2006,DA,237000,S1,2022-11-04,S1,PL,40,17,80.16877637130801,75%,1,0
780,200000.0,198766.76,60,อื่นๆ,35000.0,CAR,SUZUKI,SWIFT,2015,AG,308500,S1,2022-09-03,S1,PL,55,8,64.82982171799027,65-75%,0,1
781,22000.0,22000.0,18,อื่นๆ,20000.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2022-12-26,S1,PL,32,13,72.1311475409836,65-75%,1,0
782,17000.0,17000.0,36,เกษตรกร,10000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S1,2022-10-27,S1,PL,66,11,73.91304347826086,65-75%,1,0
783,30000.0,29777.69,36,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-10-06,S1,PL,62,6,71.42857142857143,65-75%,0,1
784,50000.0,50000.0,36,เกษตรกร,20000.0,CAR,NISSAN,ALMERA,2015,AL,279000,S1,2022-12-21,S1,PL,47,8,17.921146953405017,30%,0,1
785,245000.0,245000.0,60,อื่นๆ,20000.0,PU,TOYOTA,HILUX VIGO,2009,CP,322500,S1,2022-09-05,S1,PL,31,14,75.96899224806202,75%,0,1
786,10000.0,9137.1,30,อื่นๆ,15000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-07-22,S1,PL,48,11,40.0,30-50%,0,1
788,28000.0,28000.0,36,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-12-23,S1,PL,32,5,66.66666666666666,65-75%,1,0
790,18000.0,17466.89,18,เกษตรกร,15000.0,MC,KAWASAKI,Z 125,2016,BQ,26000,S1,2022-09-15,S1,PL,27,7,69.23076923076923,65-75%,0,1
791,30900.0,30562.5,36,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-09-14,S1,PL,37,5,75.36585365853658,75%,1,0
792,150000.0,150000.0,60,พนักงานบริษัท,27000.0,CAR,HONDA,CIVIC,2007,AT,224500,S1,2022-11-19,S1,PL,31,16,66.815144766147,65-75%,0,1
793,39000.0,37784.53,18,อื่นๆ,18000.0,MC,YAMAHA,N-MAX 155,2019,BL,52000,S1,2022-10-18,S1,PL,30,4,75.0,65-75%,1,0
794,167000.0,167000.0,60,พนักงานบริษัท,20000.0,CAR,HONDA,CITY,2011,AX,222000,S1,2022-12-08,S1,PL,43,12,75.22522522522522,75%,1,0
795,300000.0,300000.0,60,STREET VENDOR,30000.0,CAR,TOYOTA,YARISATIV,2021,EE,510000,S1,2022-09-19,S1,PL,44,2,58.82352941176471,50-65%,1,0
796,15000.0,14289.27,18,เกษตรกร,14000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-11-05,S1,PL,51,10,42.857142857142854,30-50%,0,1
797,30700.0,30264.52,36,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-09-18,S1,PL,32,5,74.8780487804878,65-75%,1,0
798,34000.0,34000.0,24,เกษตรกร,20000.0,MC,HONDA,WAVE 125C,2020,DP,47500,S1,2022-11-01,S1,PL,63,3,71.57894736842105,65-75%,1,0
799,204300.0,203525.7,60,ข้าราชการ,28560.0,CAR,HONDA,CITY,2013,AA,272500,S1,2022-11-17,S1,PL,38,10,74.97247706422019,65-75%,1,0
800,40000.0,39985.42,36,เกษตรกร,30000.0,MC,HONDA,DREAM 110,2011,AF,35000,S1,2022-09-19,S1,PL,51,12,114.28571428571428,30%,1,0
801,30000.0,27779.23,36,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-08-13,S1,PL,63,5,69.76744186046511,65-75%,1,0
802,19000.0,18461.67,24,พนักงานบริษัท,20900.0,MC,HONDA,WAVE 125 I,2014,CD,25500,S1,2022-11-13,S1,PL,61,9,74.50980392156863,65-75%,0,1
803,190000.0,189975.38,60,พนักงานบริษัท,30000.0,CAR,MAZDA,2,2013,BS,273000,S1,2022-08-20,S1,PL,33,10,69.59706959706959,65-75%,1,0
804,17000.0,16984.05,24,พนักงานบริษัท,10000.0,MC,HONDA,SCOOPY I,2016,CP,32000,S1,2022-10-29,S1,PL,28,7,53.125,50-65%,1,0
805,123400.0,120112.2,60,เกษตรกร,16000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2022-12-28,S1,PL,41,4,286.9767441860465,30%,0,1
807,100000.0,100000.0,60,พนักงานบริษัท,15000.0,CAR,HONDA,CITY,2005,DC,154500,S1,2022-12-29,S1,PL,55,18,64.72491909385113,65-75%,1,0
808,23000.0,22909.82,24,ข้าราชการ,37000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-08-08,S1,PL,51,11,63.888888888888886,65-75%,0,1
809,31500.0,31375.28,36,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-10-12,S1,PL,48,5,75.0,65-75%,0,1
810,97000.0,97000.0,60,เกษตรกร,30000.0,PU,CHEVROLET,COLORADO,2014,CQ,323500,S1,2022-12-15,S1,PL,59,9,29.984544049459043,30%,0,1
811,291200.0,291200.0,60,อื่นๆ,35400.0,PU,TOYOTA,HILUX VIGO,2012,FK,364000,S1,2022-12-08,S1,PL,35,11,80.0,75%,1,0
812,30000.0,28061.75,30,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-09-11,S1,PL,44,4,71.42857142857143,65-75%,1,0
813,300000.0,300000.0,60,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2016,BK,548000,S1,2022-12-20,S1,PL,32,7,54.74452554744526,50-65%,1,0
814,100000.0,98717.56,36,เกษตรกร,12000.0,CAR,HONDA,CIVIC,2007,AT,224500,S1,2022-08-23,S1,PL,53,16,44.543429844098,30-50%,0,1
815,31500.0,31500.0,36,เกษตรกร,9000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-11-12,S1,PL,38,4,75.0,65-75%,1,0
816,26000.0,26000.0,24,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-12-07,S1,PL,35,10,74.28571428571429,65-75%,0,1
817,26000.0,26000.0,30,อื่นๆ,25000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-11-21,S1,PL,32,10,73.23943661971832,65-75%,1,0
818,28000.0,27373.54,36,อื่นๆ,11880.0,MC,HONDA,WAVE 125 I,2008,AT,38000,S1,2022-09-11,S1,PL,46,15,73.68421052631578,65-75%,0,1
819,170000.0,166868.36,60,เกษตรกร,15000.0,CAR,SUZUKI,CIAZ,2015,AQ,243000,S1,2022-12-13,S1,PL,60,8,69.95884773662551,65-75%,0,1
820,78000.0,78000.0,60,STREET VENDOR,12100.0,CAR,HONDA,CIVIC,2003,AQ,156000,S1,2022-12-06,S1,PL,34,20,50.0,30-50%,0,1
821,33000.0,32369.9,30,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,2022-10-17,S1,PL,38,2,75.0,65-75%,1,0
822,30000.0,27085.5,24,พนักงานบริษัท,33000.0,MC,YAMAHA,AEROX 155,2019,AF,47000,S1,2022-09-19,S1,PL,34,4,63.829787234042556,65-75%,1,0
823,240000.0,236502.48,60,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2011,AV,419500,S1,2022-09-23,S1,PL,61,12,57.210965435041714,50-65%,0,1
824,20000.0,16247.28,18,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-08-15,S1,PL,33,5,48.78048780487805,30-50%,0,1
825,150000.0,150000.0,60,พนักงานบริษัท,10000.0,CAR,MITSUBISHI,ATTRAGE,2013,BP,215500,S1,2022-10-17,S1,PL,34,10,69.60556844547564,65-75%,1,0
827,45000.0,39011.44,12,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2014,BW,383500,S1,2022-09-26,S1,PL,67,9,11.734028683181226,30%,0,1
828,29000.0,28824.41,24,เกษตรกร,30000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-07-18,S1,PL,44,7,74.35897435897436,65-75%,1,0
829,30000.0,29908.6,36,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2022-09-28,S1,PL,35,4,69.76744186046511,65-75%,1,0
830,7000.0,6416.27,12,อื่นๆ,18000.0,MC,HONDA,WAVE 125 I,2017,CP,32500,S1,2022-12-04,S1,PL,50,6,21.53846153846154,30%,0,1
831,17000.0,15468.08,18,อื่นๆ,20000.0,CAR,TOYOTA,COROLLA,1994,BE,63500,S1,2022-10-26,S1,PL,47,29,26.77165354330709,30%,1,0
833,4500.0,3903.34,12,อื่นๆ,10000.0,MC,HONDA,WAVE 100,2004,AB,15000,S1,2022-09-26,S1,PL,40,19,30.0,30%,0,1
834,23000.0,22930.2,24,ข้าราชการ,35000.0,MC,YAMAHA,GRAND FILANO 125,2015,BF,33000,S1,2022-07-25,S1,PL,66,8,69.6969696969697,65-75%,0,1
835,24375.0,24288.56,36,STREET VENDOR,10000.0,MC,HONDA,CLICK 125I,2017,BB,32500,S1,2022-07-12,S1,PL,52,6,75.0,65-75%,1,0
836,30000.0,29200.07,24,อื่นๆ,10000.0,MC,YAMAHA,GRAND FILANO 125,2019,AY,46500,S1,2022-11-10,S1,PL,47,4,64.51612903225806,65-75%,1,0
837,180000.0,176468.93,60,พนักงานบริษัท,14000.0,CAR,NISSAN,ALMERA,2017,DB,288000,S1,2022-12-12,S1,PL,27,6,62.5,65-75%,1,0
838,50000.0,50000.0,24,พนักงานบริษัท,20000.0,MC,HONDA,PCX 160,2021,BS,77000,S1,2022-12-03,S1,PL,32,2,64.93506493506493,65-75%,0,1
840,57000.0,55451.06,36,อื่นๆ,14000.0,CAR,HONDA,CITY,2004,AW,114500,S1,2022-11-18,S1,PL,45,19,49.78165938864629,30-50%,0,1
841,3300.0,3300.0,18,ข้าราชการ,20000.0,MC,HONDA,WAVE 100,2001,AA,10000,S1,2022-12-24,S1,PL,62,22,33.0,30-50%,0,1
842,24500.0,23627.91,24,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2016,CL,32500,S1,2022-10-31,S1,PL,35,7,75.38461538461539,75%,1,0
843,280000.0,280000.0,60,พนักงานบริษัท,17000.0,VAN,TOYOTA,COMMUTER,2005,DI,376000,S1,2022-12-22,S1,PL,29,18,74.46808510638297,65-75%,1,0
844,163800.0,161098.78,60,STREET VENDOR,19000.0,CAR,HONDA,CIVIC,2006,AE,218500,S1,2022-11-24,S1,PL,40,17,74.96567505720823,65-75%,1,0
845,10000.0,8643.04,18,อื่นๆ,15000.0,MC,SUZUKI,GSX-R 150,2017,AE,36000,S1,2022-09-05,S1,PL,28,6,27.77777777777778,30%,0,1
846,170000.0,170000.0,48,เกษตรกร,30000.0,PU,ISUZU,D-MAX,2005,CE,217000,S1,2022-09-28,S1,PL,38,18,78.3410138248848,75%,0,1
847,35000.0,35000.0,36,STREET VENDOR,18000.0,MC,YAMAHA,GRAND FILANO 125,2019,AY,46500,S1,2022-11-28,S1,PL,42,4,75.26881720430107,75%,1,0
848,175000.0,174998.37,48,อื่นๆ,24000.0,CAR,HONDA,CITY,2008,BS,233000,S1,2022-09-23,S1,PL,34,15,75.10729613733905,75%,1,0
849,20000.0,17588.06,24,STREET VENDOR,20000.0,MC,YAMAHA,FINN 115I,2020,AN,27000,S1,2022-07-26,S1,PL,58,3,74.07407407407408,65-75%,1,0
850,14000.0,12858.85,12,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2022-12-02,S1,PL,54,12,66.66666666666666,65-75%,0,1
851,30000.0,30000.0,24,พนักงานบริษัท,11000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2022-11-27,S1,PL,22,6,73.17073170731707,65-75%,1,0
853,143200.0,136816.53,36,พนักงานบริษัท,30000.0,CAR,HONDA,JAZZ,2006,CR,191000,S1,2022-10-21,S1,PL,51,17,74.9738219895288,65-75%,0,1
854,15000.0,14597.6,18,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2022-09-25,S1,PL,23,13,75.0,65-75%,0,1
855,173000.0,172932.94,60,STREET VENDOR,25000.0,PU,TOYOTA,HILUX VIGO,2005,CO,215000,S1,2022-10-19,S1,PL,49,18,80.46511627906978,75%,0,1
857,27000.0,26883.07,36,อื่นๆ,13000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-10-04,S1,PL,36,6,64.28571428571429,65-75%,1,0
858,189900.0,188240.44,60,พนักงานบริษัท,12000.0,PU,MAZDA,BT-50,2011,BG,269500,S1,2022-09-01,S1,PL,35,12,70.46382189239331,65-75%,1,0
859,25000.0,24527.03,48,STREET VENDOR,25000.0,CAR,TOYOTA,SOLUNA,2000,CU,83000,S1,2022-08-09,S1,PL,36,23,30.120481927710845,30-50%,0,1
860,100000.0,96770.6,48,บุคลากรทางการแพทย์,40000.0,CAR,TOYOTA,VIOS,2007,AW,170000,S1,2022-10-19,S1,PL,44,16,58.82352941176471,50-65%,1,0
861,14300.0,13216.42,12,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,2022-11-22,S1,PL,51,2,32.5,30-50%,1,0
863,29000.0,27613.88,24,ข้าราชการ,25190.0,MC,HONDA,CLICK 125I,2019,BD,42000,S1,2022-12-19,S1,PL,49,4,69.04761904761905,65-75%,0,1
864,12000.0,12000.0,18,พนักงานบริษัท,15000.0,MC,HONDA,CLICK 110I,2009,AE,16500,S1,2022-12-08,S1,PL,27,14,72.72727272727273,65-75%,0,1
865,26000.0,26000.0,24,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-12-29,S1,PL,46,10,74.28571428571429,65-75%,1,0
867,200000.0,196568.05,60,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2011,AK,320000,S1,2022-10-26,S1,PL,35,12,62.5,65-75%,1,0
868,250000.0,245426.34,60,พนักงานบริษัท,20000.0,PU,MAZDA,BT-50PRO,2016,CS,398000,S1,2022-10-29,S1,PL,54,7,62.8140703517588,65-75%,1,0
869,15000.0,10470.83,18,STREET VENDOR,15000.0,MC,HONDA,MSX 125,2013,AQ,23500,S1,2022-06-21,S1,PL,40,10,63.829787234042556,65-75%,0,1
870,15000.0,14670.88,30,STREET VENDOR,13000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2022-07-14,S1,PL,46,13,75.0,65-75%,0,1
871,300000.0,289829.19,60,พนักงานบริษัท,22000.0,VAN,TOYOTA,COMMUTER,2013,CZ,521000,S1,2022-06-30,S1,PL,38,10,57.58157389635316,50-65%,0,1
872,30000.0,30000.0,24,อื่นๆ,30000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-12-14,S1,PL,65,4,71.42857142857143,65-75%,0,1
874,139100.0,132412.37,48,พนักงานบริษัท,13000.0,CAR,HONDA,CITY,2009,AS,214000,S1,2022-07-07,S1,PL,31,14,65.0,65-75%,0,1
875,200000.0,200000.0,12,STREET VENDOR,40000.0,PU,ISUZU,D-MAX,2008,DH,319000,S1,2022-12-01,S1,PL,59,15,62.695924764890286,65-75%,1,0
876,209000.0,209000.0,60,อื่นๆ,12000.0,PU,MITSUBISHI,TRITON,2011,BG,314500,S1,2022-11-23,S1,PL,33,12,66.45468998410175,65-75%,0,1
877,40000.0,34537.52,36,พนักงานบริษัท,15000.0,MC,VESPA,PRIMAVERA 150,2020,AL,79500,S1,2022-10-18,S1,PL,27,3,50.314465408805034,50-65%,1,0
879,29000.0,29000.0,30,อื่นๆ,12000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-11-25,S1,PL,28,4,74.55012853470437,65-75%,0,1
880,200000.0,199990.39,60,เกษตรกร,12000.0,PU,TOYOTA,HILUX VIGO,2009,CP,322500,S1,2022-11-14,S1,PL,56,14,62.01550387596899,65-75%,0,1
881,15000.0,9091.4,12,พนักงานบริษัท,12000.0,MC,YAMAHA,GT 125,2015,BQ,22000,S1,2022-08-01,S1,PL,48,8,68.18181818181817,65-75%,0,1
882,270000.0,265060.0,60,STREET VENDOR,35000.0,PU,ISUZU,D-MAX,2008,AU,337000,S1,2022-09-23,S1,PL,46,15,80.1186943620178,75%,1,0
883,204000.0,201887.73,60,พนักงานบริษัท,40000.0,CAR,TOYOTA,VIOS,2014,DI,314000,S1,2022-09-07,S1,PL,34,9,64.96815286624204,65-75%,0,1
884,30000.0,27584.25,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-08-01,S1,PL,55,5,73.17073170731707,65-75%,1,0
885,110000.0,107342.75,60,บุคลากรทางการแพทย์,30000.0,CAR,MITSUBISHI,MIRAGE,2013,AD,162000,S1,2022-08-11,S1,PL,42,10,67.90123456790124,65-75%,1,0
887,36300.0,35256.27,36,พนักงานรัฐวิสาหกิจ,12000.0,MC,HONDA,CLICK 150I,2019,BH,48500,S1,2022-10-01,S1,PL,25,4,74.84536082474227,65-75%,1,0
889,7100.0,6225.82,24,ข้าราชการ,28000.0,MC,YAMAHA,SPARK NANO,2009,AL,11000,S1,2022-07-22,S1,PL,47,14,64.54545454545455,65-75%,0,1
890,19000.0,19000.0,18,พนักงานบริษัท,31000.0,MC,HONDA,CLICK 125I,2014,AO,26000,S1,2022-12-22,S1,PL,45,9,73.07692307692307,65-75%,0,1
891,180000.0,177392.65,60,อื่นๆ,20000.0,PU,TOYOTA,HILUX VIGO,2005,CY,270500,S1,2022-10-20,S1,PL,58,18,66.54343807763401,65-75%,0,1
892,26000.0,25228.32,30,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,2022-11-22,S1,PL,59,9,74.28571428571429,65-75%,1,0
895,25000.0,22766.21,24,อาจารย์,40000.0,CAR,NISSAN,SUNNY,2001,AV,95500,S1,2022-09-05,S1,PL,67,22,26.17801047120419,30%,0,1
896,50000.0,50000.0,48,STREET VENDOR,12000.0,PU,FORD,RANGER,2004,BR,168500,S1,2022-10-28,S1,PL,60,19,29.673590504451035,30%,1,0
897,23000.0,22134.34,18,พนักงานบริษัท,10000.0,MC,YAMAHA,QBIX 125,2017,CT,31500,S1,2022-11-05,S1,PL,38,6,73.01587301587301,65-75%,1,0
